,context,label
938,Lewis-Nicholson LLC,1
939,Sean Benjamin,0
940,Serrano LLC Inc,1
941,number compensation Federal income tax,2
942,Local income tax  Locality,2
943,Kristin Vasquez,0
944,Jennifer Morgan,0
945,Black LLC Ltd,1
946,Last name  Nonqualified plans,2
947,"Smith, Hunt and Diaz Group",1
948,Hess-Clark Group,1
949,Advance EIC payment Dependent care,2
950,"Carlson, Anderson and Carson and Sons",1
951,"Freeman, Gomez and Wright Ltd",1
952,"Payne, Shaffer and Mitchell Group",1
953,"Giles, Simmons and Johnson and Sons",1
954,Love Group LLC,1
955,Eugene Ramirez,0
956,Thomas and Sons Inc,1
957,Ramirez-Moon Group,1
958,Cochran and Sons Ltd,1
959,Advance EIC payment  Dependent,2
960,name  Wage Tax ,2
961,Cameron Sullivan,0
962,number Visit IRS Website STATEMENT,2
963,Elizabeth Shelton,0
964, f address ZIP code,2
965,Jessica Robinson,0
966,Cut Keep lower portion REISSUED,2
967,Autumn Matthews,0
968,Harris-George Ltd,1
969,taxable fail report b Employer,2
970,address ZIP code  State,2
971,Ashley Conner,0
972,Be Filed FEDERAL Tax Return,2
973,"Gordon, Joyce and Harper Ltd",1
974,Sean Williamson,0
975,"Thomas, Leonard and Woodard Ltd",1
976,Hall-Schmitt Group,1
977,"Campos, Jones and Sharp PLC",1
978,"Thompson, Thomas and Powell PLC",1
979,security wages Social security tax,2
980,"Neal, Jones and Mejia Inc",1
981,Wilson-Atkins and Sons,1
982,Mary Donovan,0
983,may imposed STATEMENT OMB income,2
984,State state ID number ,2
985,H  d H ,2
986,information furnished Internal Revenue If,2
987,security wages Social security tax,2
988,Roberta Becker,0
989, Local wages tips ,2
990,Floyd Group LLC,1
991,security number This information furnished,2
992,This information furnished Internal Revenue,2
993,may imposed STATEMENT OMB No,2
994,Johnson-Smith PLC,1
995,IRS Website STATEMENT OMB Use,2
996,"Brown, Luna and Franco PLC",1
997,Revenue Cut Keep lower portion,2
998,"Berg, Ali and King LLC",1
999,"Coleman, Taylor and Little Group",1
1000,State income tax  Local,2
1001,"Jennings, Pacheco and Bowman and Sons",1
1002,Turner LLC PLC,1
1003,Emily Acosta,0
1004,Goodman Group Group,1
1005,Emma Brown,0
1006,State income tax  Local,2
1007,D   Statutory Retirement,2
1008,Bentley-Blair and Sons,1
1009,Social security wages Social security,2
1010,Nguyen-Johnson PLC,1
1011,STATEMENT OMB No income taxable,2
1012, Other enclosed Notice c,2
1013,Smith-Kennedy Inc,1
1014,Chris Green,0
1015,David Nixon,0
1016,Locality name Wage Tax ,2
1017,Russell Kelley,0
1018,Turner Inc and Sons,1
1019,Local  Local income tax,2
1020,Lara-Perry Group,1
1021,X   Other enclosed,2
1022,penalty sanction may imposed STATEMENT,2
1023,Tony Walker,0
1024,"Williams, Mejia and Johnson PLC",1
1025,Mendez-Walker and Sons,1
1026,taxable fail report b Employer,2
1027,forbox    ,2
1028,Jasmine Cabrera,0
1029,Jose Dodson,0
1030,Matthew Johnston,0
1031,State state ID number ,2
1032,ZIP code  State state,2
1033,tax withheld Social security tips,2
1034, Nonqualified plans a See,2
1035,Richardson Group Group,1
1036,Dr. Mary,0
1037,Joel Pham,0
1038, Local  Local income,2
1039,c D  d D,2
1040,Nicole Khan,0
1041,Kent Inc LLC,1
1042,Eric Salazar,0
1043,James Green,0
1044,Mary Stevens,0
1045,Sarah Phillips,0
1046,enclosed Notice c D ,2
1047,Erika Love,0
1048,Jessica Gates,0
1049,Statement Copy Be Filed FEDERAL,2
1050, d  f address,2
1051,This information furnished Internal Revenue,2
1052,ZIP code G  ,2
1053,file b Employer identification number,2
1054,Foster PLC LLC,1
1055,Deborah Williams,0
1056,Holly Lucero,0
1057,state ID number  State,2
1058,security number This information furnished,2
1059,benefits   e firstname,2
1060,Patterson PLC Ltd,1
1061,Martinez-Short and Sons,1
1062,Shane Kirby,0
1063,wages tips  Medicare tax,2
1064,Houston-Beck Group,1
1065,Watkins PLC and Sons,1
1066,Social security wages Social security,2
1067,Revenue Service Form Statement se,2
1068,lower portion REISSUED social security,2
1069,Alyssa Dean,0
1070,Martin and Sons LLC,1
1071,Roger Brown,0
1072,Velasquez LLC Ltd,1
1073,Daisy Wolfe,0
1074,Morgan Reyes,0
1075,benefits   e firstname,2
1076,identification number compensation Federal income,2
1077,Ramos LLC Group,1
1078,Michael Castaneda,0
1079,Travis Lopez,0
1080,firstname initial Last name ,2
1081,Veronica Martinez,0
1082, Locality name Wage Tax,2
1083,Paula Lee,0
1084,Cristina Price,0
1085,Dr. Jason,0
1086,ID number  State ,2
1087,Other enclosed Notice c d,2
1088,Barrett-Richardson Ltd,1
1089,wages tips etc  Local,2
1090,Bailey-Tran Inc,1
1091, f address ZIP code,2
1092,Beth Fernandez,0
1093,c ZIP code Social security,2
1094,Tiffany Reeves,0
1095,Jose Barry,0
1096,"Robinson, Brooks and Lopez Inc",1
1097,Michael Chang,0
1098,"Green, Gentry and Strickland Ltd",1
1099,Wood-Owens Ltd,1
1100,imposed STATEMENT OMB income taxable,2
1101,"Harmon, Watson and Martinez PLC",1
1102,Tyler Bowman,0
1103,Brian Miller,0
1104,Nicholas Meyer,0
1105,Aaron Jennings,0
1106,information furnished Internal Revenue If,2
1107,Alvarez-Terrell Inc,1
1108,Aguilar-Mcmillan PLC,1
1109,withheld  Medicare wages tips,2
1110,Brandon Dunn,0
1111,Service Form Statement se file,2
1112,security number Visit IRS Website,2
1113,Other enclosed Notice c G,2
1114,Christopher Long,0
1115,Karen Calderon,0
1116,Smith-Davis Ltd,1
1117,income taxable fail report b,2
1118,X   Other enclosed,2
1119,Local  Local income tax,2
1120,tax withheld Social security tips,2
1121,Lauren Walker,0
1122,Johnson LLC and Sons,1
1123,Gray PLC and Sons,1
1124,Hayes LLC and Sons,1
1125,f address ZIP code ,2
1126,Holly Smith,0
1127,f address ZIP code E,2
1128,John Smith,0
1129,imposed STATEMENT OMB income taxable,2
1130,Johnson-Ramirez PLC,1
1131,Dougherty-Terry PLC,1
1132,Mark Sims,0
1133,Barker-Gregory and Sons,1
1134,tax  Locality name Wage,2
1135,X x   Other,2
1136,Olson LLC and Sons,1
1137,Green-Costa PLC,1
1138,Barnett-Walls PLC,1
1139,number compensation Federal income tax,2
1140,Daniel Yang,0
1141,Richard Davila,0
1142,Dennis Taylor,0
1143,Carla Guerra,0
1144,Heather Love,0
1145,withheld Social security tips Allocated,2
1146,Shepard Inc PLC,1
1147,security number Visit IRS Website,2
1148,Michele Cook,0
1149,Bianca Rasmussen,0
1150,Herman-White Inc,1
1151,name  Nonqualified plans a,2
1152,wages tips Medicare tax withheld,2
1153,"Walton, Miller and Coleman and Sons",1
1154,Grace Andrews,0
1155,Jasmine Gray,0
1156,Elliott LLC PLC,1
1157,Murphy-Mccarthy Ltd,1
1158,Miller Group and Sons,1
1159,Molina Ltd Group,1
1160,State income tax  Local,2
1161,Bethany Ho,0
1162,Gary Bennett,0
1163, Local income tax ,2
1164,penalty sanction may imposed STATEMENT,2
1165,Curtis Young,0
1166,Ramos PLC PLC,1
1167,Vickie Gibson,0
1168,Cole-Hickman PLC,1
1169,Christopher Eaton,0
1170,information furnished Internal Revenue Cut,2
1171,"Freeman, Walters and Jones and Sons",1
1172,Erika Meza,0
1173,"Wallace, White and Donaldson PLC",1
1174,tax  Locality name ,2
1175,income tax withheld c ZIP,2
1176,Dependent care benefit  ,2
1177,IM Wage Tax  Department,2
1178,Hardy LLC Inc,1
1179,"Calhoun, Lopez and Hill Group",1
1180,Bryan Bush,0
1181,Kathryn Wu,0
1182,"Grant, Duncan and Schmitt Ltd",1
1183,Burke LLC Ltd,1
1184,address ZIP code  State,2
1185,Laura Lawson,0
1186,Brenda Dixon,0
1187,Jonathan Frey,0
1188,instructions box   E,2
1189,Tiffany Ramirez,0
1190,tax withheld c ZIP code,2
1191,Internal Revenue If required file,2
1192,"Lane, Richardson and Nichols Group",1
1193,Other enclosed Notice c d,2
1194,etc  Local income tax,2
1195,Rodgers-Jackson Group,1
1196,Joel Swanson,0
1197,Derek Li,0
1198,Retirement b employee plan sick,2
1199,Miranda PLC Group,1
1200,security tips Allocated tips ,2
1201,Steve Armstrong,0
1202,Powell Group and Sons,1
1203,Jeremy Sanchez,0
1204,Valenzuela Group and Sons,1
1205,"Martinez, Golden and Edwards and Sons",1
1206,Steven Hernandez,0
1207,Cox-Martinez Group,1
1208,Amanda Martinez,0
1209,Pena PLC Ltd,1
1210,Michele Wood,0
1211,"Johnson, Roy and Martin LLC",1
1212,Anderson-Conner Group,1
1213,address ZIP code  State,2
1214,State state ID number ,2
1215,EIC payment  Dependent care,2
1216,security number This information furnished,2
1217,  State state ID,2
1218,social security number This information,2
1219,Rowe Group LLC,1
1220,Nicholas Flores,0
1221,"Taylor, Murray and Ramos PLC",1
1222,Advance EIC payment Dependent care,2
1223,compensation Federal income tax withheld,2
1224,Social security tax withheld Medicare,2
1225,"Gutierrez, Morgan and Perkins Ltd",1
1226,Williams-Taylor Ltd,1
1227,Stephen Miller,0
1228,"Gibson, Green and Yang and Sons",1
1229,Melissa Evans,0
1230,Scott-Eaton Inc,1
1231,benefit   e firstname,2
1232,Stacey Jones,0
1233,"Ferrell, Stout and Shaw and Sons",1
1234,Charles Avila,0
1235,"Meyer, Robles and Gill PLC",1
1236,William Hamilton,0
1237,Medicare wages tips Medicare tax,2
1238, State state ID number,2
1239, d f address ZIP,2
1240,enclosed Notice c d D,2
1241,Robert Cervantes,0
1242,"Smith, Mann and Rice Ltd",1
1243,Ashley Salazar,0
1244,Justin Hughes,0
1245,Jackson Group Inc,1
1246, State income tax ,2
1247,Hughes-Gonzalez Group,1
1248, Other enclosed Notice c,2
1249,Charles Hall,0
1250,Keep lower portion REISSUED social,2
1251,Dependent care benefits  ,2
1252,taxable fail report b Employer,2
1253,payment Dependent care benefits ,2
1254,Statement se file Copy C,2
1255,Stephen Gonzalez,0
1256,Mr. Aaron,0
1257,Tax Return This information furnished,2
1258,Preston Ltd Group,1
1259,enclosed Notice c d ,2
1260,IRS Website STATEMENT OMB Use,2
1261,Crawford PLC Ltd,1
1262,tips Control number Advance EIC,2
1263,Robinson-Hanson LLC,1
1264,Mary Dickerson,0
1265,Jamie Snyder,0
1266,etc  Local income tax,2
1267,plans a See instructions forbox,2
1268,"Choi, Moore and Marquez and Sons",1
1269,Ryan French,0
1270, D   Statutor,2
1271,Joseph Miller,0
1272,Amanda Yu,0
1273,Mccarthy-Crane Ltd,1
1274,employee plan sickpay X ,2
1275,"Garcia, Cook and Brown Ltd",1
1276,OMB file tax negligence penalty,2
1277,Carol Mccullough,0
1278,plans a See instructionsfor box,2
1279,ID number  State wages,2
1280,Laurie Young,0
1281,Amanda Hunter,0
1282,Robert Gill,0
1283,Simpson and Sons LLC,1
1284,Pruitt and Sons LLC,1
1285,Advance EIC payment  Dependent,2
1286,c ZIP code Social security,2
1287,Moran-Valenzuela LLC,1
1288,"Webb, Booker and Rubio LLC",1
1289,tips etc  Local income,2
1290,Other enclosed Notice c P,2
1291,income tax  Local ,2
1292, Locality name IM ,2
1293,b Employer identification number compensation,2
1294,tips etc  Local income,2
1295,Miss Samantha,0
1296,box   P ,2
1297,ID number  State ,2
1298,    Statutory,2
1299,Stanley Adams,0
1300,"Hudson, Goodman and Martinez and Sons",1
1301,Miranda Anderson,0
1302,security tax withheld Medicare wages,2
1303,withheld c ZIP code Social,2
1304,Julie Cummings,0
1305,number compensation Federal income tax,2
1306,security tax withheld Medicare wages,2
1307,Massey and Sons Group,1
1308,required file tax negligence penalty,2
1309,Harris Inc LLC,1
1310,Jonathan Jordan,0
1311,withheld Social security tips ,2
1312,Dawn Price,0
1313,Oliver-Peterson Ltd,1
1314,Crystal Carlson,0
1315,lower portion REISSUED social security,2
1316,"Leonard, Tran and Holmes Group",1
1317,Katherine Johnson,0
1318,"Moreno, Burns and Wilkinson PLC",1
1319,Other enclosed Notice c ,2
1320,Teresa Rice,0
1321,Be Filed FEDERAL Tax Return,2
1322,Local tips etc  Local,2
1323,Jonathan Evans,0
1324,Social security tax withheld Medicare,2
1325,"Johnson, Carpenter and Swanson LLC",1
1326,"Romero, Stein and Mckee Group",1
1327,Jason Barnett,0
1328,STATEMENT OMB Use b Employer,2
1329,"Wade, Parks and Chambers PLC",1
1330,plans a See instructionsforbox ,2
1331,Tax  Department Revenue Service,2
1332,Roberts Group Group,1
1333,Bond Group Ltd,1
1334,tax withheld c ZIP code,2
1335,Smith-Lane Inc,1
1336,"Armstrong, Duncan and Estrada Group",1
1337,Fox Group Ltd,1
1338,Veronica Jennings,0
1339,e first name initial Last,2
1340,Copy C For Use enclosed,2
1341,ID number  State ,2
1342,Social security wages Social security,2
1343,Shane Hernandez,0
1344,first name initial Last name,2
1345,White-Rivera Group,1
1346,Sharp Inc Group,1
1347, H   Statutor,2
1348,Gina Watts,0
1349,Caroline Roberts,0
1350,Miller-Mckay Ltd,1
1351,"Moses, Perez and Sparks LLC",1
1352,Welch-Meadows LLC,1
1353,Service Form Statement se file,2
1354,Local income tax  Locality,2
1355,Andrea Johnson,0
1356,Davis LLC LLC,1
1357,Sheila Holmes,0
1358,Social security wages Social security,2
1359,Scott Group Inc,1
1360,Alexander Ellis,0
1361,tax withhel c ZIP code,2
1362,Visit IRS Website STATEMENT OMB,2
1363, d D  f,2
1364,Soto-Wade and Sons,1
1365,Kyle Munoz,0
1366,Kayla James,0
1367,Cory David,0
1368,"Brown, Lowe and Peters Inc",1
1369,first nameand initial Last name,2
1370,Roy Mcguire,0
1371,Michelle Kennedy,0
1372,Harrell-Solis PLC,1
1373,"Wood, Lee and Spencer Inc",1
1374,Jones-Hamilton PLC,1
1375,Adams-Griffith Inc,1
1376,employee plan sickpay H ,2
1377,d f address ZIP code,2
1378,Brian Lopez,0
1379,Return This information furnished Internal,2
1380,"Horton, Roberts and Meyer and Sons",1
1381,Singh-Smith Inc,1
1382,Laura Goodwin,0
1383,c add ZIP code Social,2
1384,Sullivan and Sons Inc,1
1385,Joseph Silva,0
1386,James Henderson,0
1387, Department Revenue Service Form,2
1388,Donna Rich,0
1389,Hamilton-Thompson and Sons,1
1390,Thomas Martinez,0
1391,Delgado LLC and Sons,1
1392,Nicole Kirk,0
1393,Catherine Jensen,0
1394,ZIP code Social security wages,2
1395,Wage Tax  Department Revenue,2
1396,Charlotte West,0
1397,Wendy Blair,0
1398,State income tax  Local,2
1399,John Powell,0
1400,portion REISSUED social security number,2
1401,social security number Visit IRS,2
1402,Vanessa Christensen,0
1403,Morgan Nguyen,0
1404,Cunningham-Jones Ltd,1
1405,Alexandra Lindsey,0
1406,Brett Robinson,0
1407,Wayne Jensen,0
1408,e first name initial Last,2
1409,William Mathis,0
1410,Joan Fischer,0
1411,Amanda Hill,0
1412,Tina Conner,0
1413,Control number Advance EIC payment,2
1414,Thompson Ltd Inc,1
1415,d D  f address,2
1416,Daniel Greene,0
1417,Nicole Patterson,0
1418, Statutor Retirement b employe,2
1419,withheld Medicare wages tips ,2
1420,pay X H  ,2
1421,Rodriguez-Hall LLC,1
1422,"Thompson, Butler and Garcia Inc",1
1423,Lisa Richard,0
1424,Deborah Mueller,0
1425,Ashley Barnes,0
1426,state number  State wages,2
1427,Margaret Choi,0
1428,Jennifer Hill,0
1429,"Jackson, Jackson and Downs Inc",1
1430,Lucas Ltd PLC,1
1431,Social security tax withheld Medicare,2
1432,Nathan Gomez,0
1433,Robert Thompson,0
1434,Miller-Lucas LLC,1
1435,"Diaz, Stout and Martin Inc",1
1436,b employee plan sickpay X,2
1437,Jarvis PLC Ltd,1
1438,Shepherd Ltd LLC,1
1439,Marc Walker,0
1440,"Knox, Robles and Burton PLC",1
1441,"Camacho, White and Goodwin and Sons",1
1442,number  State wages tips,2
1443,Richard Jensen,0
1444,Allocated tips Control number Advance,2
1445,Jones Ltd Inc,1
1446,Internal Revenue If required file,2
1447, State income tax ,2
1448,Brady Ltd Ltd,1
1449,Crystal Martinez,0
1450,Stephen Hill,0
1451,Dr. Kaitlyn,0
1452,Use nsew file b Employer,2
1453,James Walker,0
1454,   Statutor Retirement,2
1455,State wages tips  State,2
1456,Jeffery Wyatt,0
1457,"Nichols, Sweeney and Carey and Sons",1
1458,State wages tips etc ,2
1459,Rebecca Lee,0
1460,David Owen,0
1461,Carlos Mitchell,0
1462,c ZIP code Social security,2
1463,Gonzalez Ltd Group,1
1464,Beth Stephens,0
1465,David Hill,0
1466,Bianca Pennington,0
1467,Castaneda-David and Sons,1
1468,"Berry, Cummings and Estrada and Sons",1
1469,"Buckley, Brown and Armstrong Group",1
1470,furnished Internal Revenue If required,2
1471,Douglas LLC Ltd,1
1472,Russell-Watson PLC,1
1473,"Cunningham, Cooper and Powell and Sons",1
1474,"Leonard, Miller and Johnson Inc",1
1475,Tammy Taylor,0
1476,Herring LLC Group,1
1477,Edward Skinner,0
1478,Jenna Torres,0
1479,Golden and Sons Inc,1
1480,James Garcia,0
1481,Perez Group LLC,1
1482,Romero-Myers and Sons,1
1483,identification number compensation Federal income,2
1484,Valencia PLC Ltd,1
1485,Travis Barnes,0
1486,Hayes-Myers Ltd,1
1487,plan sick pay x ,2
1488,Timothy Miller,0
1489,Michael Ramirez,0
1490,income tax withheld c ZIP,2
1491,EIC payment  Dependent carebenefits,2
1492,Melanie Martinez,0
1493,"Lynch, White and Lopez PLC",1
1494,Walsh Ltd Inc,1
1495,"Walker, Taylor and James Ltd",1
1496,Employer identification number compensation Federal,2
1497,D  f address ZIP,2
1498,identification number compensation Federal income,2
1499,David Rivera,0
1500,Wilson-Powell LLC,1
1501,number Rise v file Visit,2
1502,Keep lower portion REISSUED social,2
1503,Cynthia Briggs,0
1504,Anna Price,0
1505,Nicole Aguirre,0
1506,Toni King,0
1507,Christian Brown,0
1508,David Robinson,0
1509,Strickland LLC Ltd,1
1510,etc  Local income tax,2
1511,Ann Manning,0
1512,Federal income tax withheld c,2
1513,Young-Stevens Ltd,1
1514,tax  Local  Local,2
1515,tax withheld c ZIP code,2
1516,Alexa Wade,0
1517,State  State income tax,2
1518,Daniel Cooke,0
1519,Sean Barr,0
1520,Timothy Finley,0
1521,Lisa Myers,0
1522,Maria Allen,0
1523,Stephens-Sims Ltd,1
1524,"Clark, Hopkins and Brown Group",1
1525,required STATEMENT OMB file tax,2
1526,address ZIP code  State,2
1527,"Washington, Sandoval and Cline Inc",1
1528,Ellis-Wilson LLC,1
1529,Morrow Ltd Ltd,1
1530,Megan Dixon,0
1531, Local income tax ,2
1532,Kevin Reilly,0
1533,OMB No income taxable fail,2
1534,Website STATEMENT OMB Use Rsev,2
1535, Local wages tips etc,2
1536,number  State  State,2
1537,ZIP code Social security wages,2
1538,Fuller-Mitchell Ltd,1
1539,Lastname  Nonqualified plans a,2
1540,Lauren Bautista,0
1541,Harris-Williamson PLC,1
1542,John Hernandez,0
1543,Henry Jones,0
1544,Michael Rasmussen,0
1545,code  State state ID,2
1546,tax  Local wages tips,2
1547,Kimberly Gutierrez,0
1548,Martin Arroyo,0
1549,Mccoy-Stewart and Sons,1
1550,instructions forbox   H,2
1551,Roy Ltd and Sons,1
1552,Service Form Statement Copy Be,2
1553,State  State income tax,2
1554,Melissa Crawford,0
1555,Sharon Sanders,0
1556,"Travis, Dickson and Duncan PLC",1
1557,Bowen Group Ltd,1
1558,Gomez Inc Ltd,1
1559,security tax withheld Medicare wages,2
1560,Perez-Romero PLC,1
1561,Garner PLC and Sons,1
1562,"Barnes, Johnson and Ball LLC",1
1563,Rebecca Walker,0
1564,Robin Hernandez,0
1565,Newton Ltd Group,1
1566,Antonio Sutton,0
1567,Christopher Murphy,0
1568,tips Medicare tax withheld D,2
1569,Shaw-Smith LLC,1
1570,"Peters, Gill and Ryan Ltd",1
1571,fail report b Employer identification,2
1572,Higgins-Robinson Group,1
1573,Brittany Taylor,0
1574,Dawson-Watkins Group,1
1575,Other enclosed Notice d H,2
1576,Filed FEDERAL Tax Return This,2
1577,Cruz-Mendez PLC,1
1578,Department Revenue Service Form Statement,2
1579,e first name initial Last,2
1580,John Hall,0
1581, Statutor Retirement  employe,2
1582,Lewis-Diaz and Sons,1
1583,Dominique Randolph,0
1584,William Merritt,0
1585,    Statutory,2
1586,Crystal Abbott,0
1587,Kimberly Bauer,0
1588,Revenue Service Form Statement Copy,2
1589,a See instructions forbox ,2
1590,Katie White,0
1591,state ID number  State,2
1592,Copy Be Filed FEDERAL Tax,2
1593,Louis Adams,0
1594,withheld Medicare wages tips Medicare,2
1595,"Hicks, Smith and Phillips Ltd",1
1596,Jeremy Sellers,0
1597,Medicare wages tips Medicare tax,2
1598,"Chavez, Moore and Myers Group",1
1599,Silva-Sullivan Ltd,1
1600,Alexander Cunningham,0
1601,Robert Price,0
1602,Sellers-Cook Group,1
1603,Ashley Jackson,0
1604, f address ZIP code,2
1605,Allison Inc and Sons,1
1606,Locality name Wage Tax ,2
1607,tax  Locality name DO,2
1608,Smith-Hughes Ltd,1
1609,"Booth, Porter and Berry and Sons",1
1610,Jennifer Gonzalez,0
1611,Brittany Russo,0
1612,tax withheld c ZIP code,2
1613,v file b Employer identification,2
1614,Michelle Benitez,0
1615,"Nunez, Turner and Kane LLC",1
1616,Matthews PLC and Sons,1
1617,Heather Armstrong,0
1618,Joseph Hernandez,0
1619,Hannah Williams,0
1620,Service Form Statement Copy Be,2
1621,   Statutor Retirement,2
1622,"Green, Hayes and Andrews Ltd",1
1623,Brown Inc and Sons,1
1624,Glenn Keith,0
1625,Jose Miller,0
1626,Wagner-Chandler Group,1
1627,"Thomas, Phillips and Johnson LLC",1
1628,payment Dependent care benefits ,2
1629,Jacqueline White,0
1630,income tax  Localityname ,2
1631,  Other enclosed Notice,2
1632,Wallace Ltd PLC,1
1633,Marc Robinson,0
1634, Allocated tips Control number,2
1635,Wagner-Haynes Inc,1
1636,Leonard Robinson,0
1637,Notice c d  f,2
1638,Silva and Sons LLC,1
1639,"Miller, Herrera and Coleman PLC",1
1640,Carl Rojas,0
1641,Karen Martin,0
1642,"Herrera, Skinner and Williams Inc",1
1643,Timothy Huber,0
1644,Davis-English PLC,1
1645,tax withheld Medicare wages tips,2
1646,IRS Website STATEMENT OMB Use,2
1647,code Social security wages Social,2
1648,Carolyn Bowers,0
1649,care benefit   e,2
1650,Miller-Peterson PLC,1
1651,Cox Ltd Inc,1
1652,Turner-Powell and Sons,1
1653,Diana Meza,0
1654,identification number compensation Federal income,2
1655,Other enclosed Notice c d,2
1656,number This information furnished Internal,2
1657,a See instructions box ,2
1658,Frederick Nichols,0
1659,Barnett Group and Sons,1
1660,Brown-Macdonald LLC,1
1661,Robert Meyer,0
1662, Nonqualified plans a See,2
1663,firstname initial Lastname  Nonqualified,2
1664,"Tanner, Richards and Powers Group",1
1665,Joshua Braun,0
1666,Morris PLC LLC,1
1667,Beth Nicholson,0
1668,State income tax  Local,2
1669,Hobbs-Sanchez PLC,1
1670,wages tips Medicare tax withheld,2
1671,lower portion REISSUED social security,2
1672,Michelle Stephens,0
1673,Tara Prince,0
1674,Service Form Statement se file,2
1675,Revenue Service Form Statement se,2
1676,Reid-Espinoza Ltd,1
1677,Juan Blackwell,0
1678,Traci Knight,0
1679,Statutory Retirement b employee plan,2
1680,Fitzgerald-Turner and Sons,1
1681,Hernandez PLC Ltd,1
1682,James PLC Group,1
1683,b Employer identification number compensation,2
1684,Compton-Fitzgerald Ltd,1
1685,c d   f,2
1686,Pierce LLC and Sons,1
1687,tax withheld Social security tips,2
1688,Brett Smith,0
1689,identification number compensation Federal income,2
1690,Visit IRS Website STATEMENT OMB,2
1691,Michael Randall,0
1692,"Hernandez, Alexander and Phillips PLC",1
1693, d D  f,2
1694,Lori Bartlett,0
1695,  e firstname initial,2
1696,John Mccarthy,0
1697,Mendoza Inc and Sons,1
1698,Jessica Payne,0
1699,  e firstname initial,2
1700,report b Employer identification number,2
1701,"Evans, Montgomery and Santos PLC",1
1702,compensation Federal income tax withheld,2
1703,Kyle Cruz,0
1704,"Allen, Jarvis and Mora Inc",1
1705,Wood Inc and Sons,1
1706,Joshua Acevedo,0
1707,Kim Jackson,0
1708,Ashley James,0
1709,plan sick pay  Other,2
1710,box  D  ,2
1711,Pearson Inc Group,1
1712,REISSUED social security number Visit,2
1713,tips Medicare tax withheld Social,2
1714,"Pena, Mccarthy and Haney LLC",1
1715,"Robbins, Weaver and Spencer Group",1
1716,Shawn Bailey,0
1717,Aaron Manning,0
1718,James Wilson,0
1719,Russo-Vazquez and Sons,1
1720,Rebecca Ellis,0
1721,Casey Davis,0
1722,Sean Villarreal,0
1723,Martin Durham,0
1724,Heather Brown,0
1725,Statement Copy Be Filed FEDERAL,2
1726,tips etc  State income,2
1727,wages tips etc  Local,2
1728,Mr. Corey,0
1729,Tyler Bradshaw,0
1730,"Johnson, Patrick and Miller LLC",1
1731,sanction may imposed STATEMENT OMB,2
1732,Thomas Flores,0
1733,David Hamilton,0
1734,income tax  Local etc,2
1735,Michael Moore,0
1736,E  d G ,2
1737,Sarah Russell,0
1738,OMB Use Rsev file b,2
1739,Brandon Hardy,0
1740, Nonqualified plans a See,2
1741,Statutory Retirement b employe lan,2
1742,Bobby Jones,0
1743,"Richardson, Torres and Brown LLC",1
1744,Paula Hunter,0
1745,"Powell, Torres and Roberts Inc",1
1746,Smith-Smith Ltd,1
1747,"Barnes, Scott and Pierce LLC",1
1748,William Neal,0
1749,identification number compensation Federal income,2
1750,James Lawrence,0
1751,Bonnie Hernandez,0
1752,Kevin Fowler,0
1753,"Johnson, Garcia and Allen PLC",1
1754,"Durham, Hall and Thomas and Sons",1
1755,Moreno LLC and Sons,1
1756,Christopher Green,0
1757,Hudson Ltd and Sons,1
1758,Mcmahon Ltd Group,1
1759,Whitney Serrano,0
1760,Caroline Frederick,0
1761,John Lozano,0
1762,"Howell, Scott and Cox Ltd",1
1763,Erin Ayala,0
1764,Mccarthy-Macias LLC,1
1765,Ward-Rogers Ltd,1
1766,Allocated tips Control number Advance,2
1767,Knapp-May PLC,1
1768,Jones Group PLC,1
1769,Heather Mcknight,0
1770,Hudson Ltd Group,1
1771,Moore Group Group,1
1772,George Blair,0
1773,Stacy Anderson,0
1774,Deanna Williams,0
1775,Nicole Hall,0
1776,d  f address ZIP,2
1777,Moody-Hill PLC,1
1778,taxable fail report b Employer,2
1779,Werner-Burke and Sons,1
1780,April Prince,0
1781, e first name initial,2
1782,Lee-Lawrence LLC,1
1783,Casey PLC Inc,1
1784,This information furnished Internal Revenue,2
1785,Raymond West,0
1786,withheld c ZIP code Social,2
1787,    Statutory,2
1788,Jeffrey Anderson,0
1789,Bryant Ltd Group,1
1790, State wages tips ,2
1791,Gould Inc Group,1
1792,Nelson-Mcmahon Group,1
1793,Barnes-Strong Group,1
1794,income tax  Local wages,2
1795,"Snyder, Harding and Montoya PLC",1
1796,Williams-Hall Ltd,1
1797,Lisa Garcia,0
1798,Wage Tax  Department Revenue,2
1799,benefit   e firstname,2
1800,imposed STATEMENT OMB income taxable,2
1801,Christina Johnson,0
1802,sick pay X  Other,2
1803,Marshall-Marshall LLC,1
1804,Elizabeth Marshall,0
1805,Patrick Walters,0
1806,  H  ,2
1807,Allocated tips Control number Advance,2
1808,Shaffer-Hale Inc,1
1809,Matthew Carlson,0
1810,Danielle Horton,0
1811,number This information furnished Internal,2
1812,Notice c d  H,2
1813,negligence penalty sanction may imposed,2
1814,Desiree Bell,0
1815,Susan Garza,0
1816,John Bell,0
1817,withheld Social security tips Allocated,2
1818,security number This information furnished,2
1819,Hill LLC Group,1
1820,Locality name Wage Tax ,2
1821,Welch-Gonzalez Ltd,1
1822,Adams-Everett Group,1
1823,enclosed Notice  d D,2
1824,social security number This information,2
1825,income taxable fail report b,2
1826,number  State wages tips,2
1827,b employee plan sick pay,2
