context,label
Danielle Horton,0
Richard Row East Christopher AL,2
 Statutory Retirement,2
Mason Plains Josephfort ID,2
Taylor Simmons,0
b employer plan,2
Carol Dunn,0
tax  Local,2
tips etc ,2
Melanie Courts Suite  Emilyberg AL,2
Jacob Gibbs,0
"Hancock, Davis and Rivera and Sons",1
Donald Wagner,0
Tanya Adams,0
Steven Garcia,0
Stanley Snyder,0
Fitzgerald Alley Lake Joseph NJ,2
Baker-Harris LLC,1
Rebecca Washington,0
Scott Manor Port Tiffany DE,2
Bauer-Singh Inc,1
Maria Allen,0
David Rivera,0
Carolyn Drive Apt.  Willisburgh VA,2
tips Allocated tips,2
Anthony Ramp Phillipside AR,2
Edwards Prairie Apt.  Kendrabury PA,2
Warren Trace Suite  Jesusshire AZ,2
"Powell, Torres and Roberts Inc",1
Bishop PLC and Sons,1
Pierce Station Suite  East Cody MS,2
Debra Plain Johnberg CO,2
Soto-Jackson PLC,1
"Adams, Chase and Gilbert Inc",1
number compensation Federal,2
Stephanie Hernandez,0
tax negligence penalty,2
tips Medicare tax,2
e first name,2
Denise Divide West Amanda FL,2
Monroe and Sons Group,1
 Wage Tax,2
nsew file b,2
"Jackson, Thomas and Evans LLC",1
b Employer identification,2
Douglas Well Lake Sandy CO,2
income tax ,2
penalty sanction may,2
c ZIP code,2
Frank Oval Heathershire AK,2
Revenue Service Form,2
Smith Group LLC,1
Daniel Cochran,0
Medina Harbor East Michaelshire ME,2
Stephanie Square Suite  East Peterview NJ,2
"Horn, Freeman and Fuentes Inc",1
Roy Rue New Nicoleville MO,2
 d ,2
Alexander-Gallagher PLC,1
Regina Allen,0
Douglas White,0
Bell Light Lake Morganfurt IA,2
Jimenez Gateway Russellborough CA,2
Mr. Paul,0
Mercado-Reynolds and Sons,1
Alexandria Lynn,0
code Social security,2
"Mason, Berry and Harris Ltd",1
Abbott LLC and Sons,1
Zuniga Inc PLC,1
Adams-Griffith Inc,1
Silva and Sons LLC,1
Joan Barton,0
Joshua Herring,0
Danny Vang,0
Victoria Harbors Alisonton AL,2
 State income,2
Julia Nelson,0
Rebecca Wilkins,0
Marie Harrell,0
Avila Via Apt.  Walterfurt OR,2
Sims-Barnes Ltd,1
withheld Medicare wages,2
Mitchell-Huang and Sons,1
Mosley-Myers and Sons,1
Hayes LLC and Sons,1
 Other enclosed,2
Victor Walker,0
Dennis Patterson,0
identification number othercompensation,2
Carter-Armstrong Ltd,1
Wright-Nguyen Group,1
Kirk-Marquez LLC,1
  Other,2
Karen Johnson,0
Annette Bell,0
Jones-Jones LLC,1
"Johns, Barnes and Harris Ltd",1
Christopher Jones,0
Bowen Group Inc,1
wages tips Medicare,2
Lopez Center Mcclurefort CA,2
Eric Gutierrez,0
Pearson Inc Group,1
Bonnie Mills,0
Harrell Square Destinyberg CT,2
Ricky Lodge Changport NC,2
Medicare tax withheld,2
Anna Price,0
Kemp Island Apt.  Lake Jose VT,2
tax  Local,2
Davis Inc Group,1
Ross Garcia,0
David Nixon,0
Russell Kelley,0
Clements and Sons LLC,1
Paul Beasley,0
ID number ,2
"Davila, Martin and Hawkins PLC",1
"Brown, Garcia and Williams Ltd",1
Wendy Islands Marilynside AK,2
Peterson-Webb Inc,1
Gomez Inc Ltd,1
Social security wages,2
employee lan sickpay,2
Garcia Roads Suite  New Chelsea ME,2
d G ,2
"Farmer, Burton and Evans Group",1
"Dixon, Buckley and Smith Group",1
John Hill,0
 Nonqualified plans,2
Matthew Rodriguez,0
Social security wage,2
Martin Arroyo,0
Use Rise file,2
Mr. Corey,0
a See instructions,2
benefits  ,2
Social security tax,2
Joseph Reynolds,0
Carolyn Collins,0
Brandi Rose,0
withheld c ZIP,2
"Leonard, Tran and Holmes Group",1
Thomas-Johnson LLC,1
Dependent care benefits,2
"Coleman, Taylor and Little Group",1
Danielle Gonzalez,0
"Norris, King and Ward and Sons",1
Julie Torres,0
Valdez Square Suite  Dustinview AR,2
Sharon Hills Olsonmouth AL,2
Olivia Clark,0
social security number,2
security number This,2
withheld Medicare wages,2
Social security tips,2
State  State,2
Ashley Barnes,0
David Trace Apt.  West Christophertown AZ,2
Ashley Rue Suite  Mayomouth DC,2
"Baker, Morrow and Owens and Sons",1
Robert Richardson,0
Gabriela Lights Caroltown LA,2
Gutierrez-Callahan Inc,1
Brian Junctions Apt.  Mercadoland MO,2
Charlotte West,0
Hernandez Groves Suite  Port Rachelville MT,2
White PLC Inc,1
David Course West Joshuachester NJ,2
Denise Wells Lanemouth IN,2
Social security tax,2
Christopher Path Carlton MT,2
Mosley-Davis Inc,1
Amber Square Luceroborough DE,2
Laura Turnpike Mcdonaldland WA,2
Summers Mills Suite  South Cynthiamouth NH,2
Edgar Ochoa,0
Brown Ford Apt.  New Amandaville MN,2
Mallory Tunnel Apt.  Port James MD,2
John Moss,0
Return This information,2
"Bruce, Morris and Riddle PLC",1
Miller-Rivera PLC,1
Mr. Luke,0
"Fisher, Vargas and Morrow Ltd",1
Villegas Forges Suite  Lake Lindseyberg NH,2
Turner Stravenue Suite  West Lawrence SC,2
Steven Davis,0
Jeremy Spring Fowlerberg VT,2
pay H ,2
John Mill Suite  East Anthony IN,2
Lee Place Suite  Port Dennis NM,2
Peters Crossing West Brianport OH,2
 State state,2
Stephen Lee,0
 Statutory Retirement,2
Jeffrey Anderson,0
Robinson Group PLC,1
Deanna Nash,0
Julie Reyes,0
"Chen, Pacheco and Hanson LLC",1
Jimmy Griffin,0
"Clark, Mccoy and Hill Inc",1
plans a See,2
"Evans, Montgomery and Santos PLC",1
Campbell Road East Matthew NM,2
Miles Drives Port Sean MO,2
Poole Falls Stevenborough IL,2
Nicole Gonzalez,0
State income tax,2
Melody Parkways Suite  Keithfort MD,2
withheld  Social,2
Barajas-Martin Inc,1
"Garcia, Spencer and Henderson Group",1
name  Wage,2
Barnett Group and Sons,1
Gregory Walker,0
Jennifer Joyce,0
Nash-Riley LLC,1
Graham Spurs Suite  Port Mariaville AZ,2
Melissa Crawford,0
Mercado Forge Suite  Lake Brittneyside SC,2
 State wages,2
Hall View West Angelahaven WY,2
Shirley Harris,0
Davis PLC and Sons,1
Travis Barnes,0
State income tax,2
Kathryn Hill,0
Rodney Avila,0
Jesus Streets Apt.  West Xavierstad WA,2
Shepherd Inc Inc,1
STATEMENT OMB Use,2
"Rice, Davis and Haney PLC",1
Kaitlyn Moore,0
Frederick Island Walterbury CO,2
lower portion REISSUED,2
Michele Wood,0
 Local income,2
nsew file b,2
Robert Villa,0
Selena Fords Apt.  North Nicholas DE,2
Moody-Hill PLC,1
Turner Ville West Mercedes WV,2
tips Allocated tips,2
Andrea Johnson,0
Wage Tax ,2
Locality name ,2
withheld c ZIP,2
wages tips ,2
"Bryan, Nelson and Young Ltd",1
Matthew Morris,0
Carr-Phelps Inc,1
Rebecca Causeway South Christiantown MA,2
H  ,2
Perez PLC and Sons,1
Jacqueline Spur Apt.  South Nathan VT,2
West Inc PLC,1
Wilson Cove Greenhaven PA,2
Pamela Route West Meghanmouth MS,2
withheld Medicare wages,2
Hayes-Shepherd LLC,1
Brandon Hayes,0
Carol Mccullough,0
Lisa Ford,0
Brianna Way Apt.  Lake Pamela NH,2
Greene-Bush and Sons,1
identification number compensation,2
Terri Sanders,0
Soto-Wade and Sons,1
"Cook, Mooney and Thornton PLC",1
Tax  Department,2
Ray-Foster Inc,1
Rogers Branch Suite  Maryfort OH,2
 Allocated tips,2
Gomez Fields Adamberg KY,2
Davis Dale Suite  East Spencer OR,2
Laurie Isle Omarchester LA,2
Smith Dam Apt.  Vincentton GA,2
Cheryl Chan,0
"Armstrong, Duncan and Estrada Group",1
c d ,2
"Freeman, Patterson and Taylor LLC",1
Gonzalez-Randall Group,1
Lisa Ellis,0
Davis Brooks Suite  North Michael DE,2
Victoria Richardson,0
nsew file b,2
Jeffrey Hoffman,0
"Simon, Stone and Morales LLC",1
Katrina Wells New Nathan NY,2
James Valley Suite  Obrienville WA,2
Larsen Ltd Inc,1
Melissa Newman,0
IRS Website STATEMENT,2
Glover Group Ltd,1
Statement se file,2
Clayton Inc Inc,1
Harris Prairie Susanville ME,2
Hines LLC Group,1
number This information,2
Pamela Mountains Port Jorge CO,2
state ID number,2
"Williams, Mendoza and Collins Ltd",1
Megan Smith,0
Bridges Springs Suite  South Meganside DE,2
Collins Ltd PLC,1
Andre Burgs Suite  Lake Sarahhaven ID,2
Maria Wong,0
Amber Stanton,0
Kenneth Ridge Apt.  West Markport AR,2
required file tax,2
tax  Locality,2
State  State,2
Esparza Circles Cannonburgh NM,2
Nelson Inc Group,1
Connie Tran,0
Christine Terrace Suite  Joannechester AL,2
Department Revenue Service,2
Kelly Plaza Johnsonfurt ID,2
Walters Ltd LLC,1
George Moore,0
security number This,2
James Lane Apt.  Ashleyfurt HI,2
Foster-Bennett PLC,1
penalty sanction may,2
state ID number,2
Wilson Drive Donaldhaven MS,2
Cut Keep lower,2
Jaime Washington,0
Joshua Vaughan,0
Mary Guerrero,0
Dana Spurs Suite  South Christopher NV,2
Green Ltd and Sons,1
Brown-Macdonald LLC,1
Wanda Ward,0
Moran Ltd LLC,1
Porter and Sons LLC,1
Smith Group LLC,1
Service Form Statement,2
Johnson and Sons LLC,1
Michael Mountain South Gabrielport NE,2
"Santiago, Allen and Mcdaniel Group",1
Cross Pines Suite  Johnstonville SC,2
Nancy Henderson,0
Nicholas Radial Edwardborough AR,2
Morris and Sons Inc,1
Carrillo-Campos Inc,1
David Brooks West Dylan PA,2
"Brown, Roberts and Ross Group",1
Garcia LLC Group,1
Jones Inc and Sons,1
Joseph Coves Suite  Port John MS,2
Control number Advance,2
Megan Frazier,0
Wayne Bridge Apt.  Jacksonbury KY,2
"Montgomery, Martin and Collins and Sons",1
Shawn Bailey,0
employee plan sick,2
Vaughan Island North Ian TX,2
 f address,2
Sanchez-Powell PLC,1
Morgan LLC Group,1
employee plan sickpay,2
  e,2
William Crescent Apt.  South Grantfort ID,2
Cynthia Frazier,0
Eric Tunnel Lucasmouth TN,2
Barber Curve Port Bernardburgh SD,2
Brown-Cole Group,1
James Green,0
Michele Hebert,0
Miller-Phillips Ltd,1
ID number ,2
Jackson Group Inc,1
Raymond West,0
Internal Revenue Cut,2
ID number ,2
state ID number,2
"Foster, Young and Brooks and Sons",1
Higgins-Hernandez Inc,1
Lawson Hollow Cooperside MO,2
Clarence Gillespie,0
tax withheld Medicare,2
Karen Simmons,0
Jessica Murphy,0
Willis Station Apt.  Jonesfort NJ,2
Rebecca Bryant,0
Nonqualified plans a,2
Lisa Brewer,0
John Neal,0
Marshall Village Williamsburgh VT,2
"Lopez, Harrison and Russo Ltd",1
"George, Joseph and Acevedo LLC",1
Social security tips,2
Andrea Manning,0
Cox Inc and Sons,1
Coleman-Shepherd and Sons,1
security wages Social,2
Gray-Diaz Ltd,1
Jennifer Olsen,0
Morris Overpass New Monicaside SD,2
"Cherry, Jones and Rivera Inc",1
Anne Mission North Michael FL,2
Parker-Davenport and Sons,1
Thomas Village Nathanielmouth VT,2
Floyd-Soto PLC,1
Alexis Baker,0
code G ,2
E  ,2
wages tips ,2
P  ,2
identification number compensation,2
Brent Ochoa,0
David Jones,0
Christopher Roads Suite  North Dawnhaven MA,2
Suzanne Wells,0
tax  Local,2
Rick Lee,0
Christine Pine Suite  Andersonberg VA,2
Social security wages,2
Miranda Conway,0
Gregory Lee,0
withheld Medicare wages,2
Aaron Manning,0
Tammy Campos,0
Richards Light New Michael OK,2
 H ,2
name IH Wage,2
Cristina Price,0
Joe Ferry Williamsmouth PA,2
West-Holder Inc,1
Johnson Loaf East Elizabeth AZ,2
Dominguez Harbor East Stephenbury ME,2
Burns Turnpike Suite  Millerstad DC,2
Paul Riley,0
Michelle Gilbert,0
Andrew Summit Apt.  Mcgrathton IL,2
Matthew Fisher,0
Theresa River New Thomas MS,2
"Dean, Harris and Jensen Inc",1
Johnson Cove New Codyview ND,2
  Statutory,2
tips Control number,2
White Inc Inc,1
REISSUED social security,2
Johnson-Washington PLC,1
Kristina Expressway Suite  Ponceberg KS,2
income tax ,2
 State state,2
Michelle Fort Apt.  Port Markburgh MT,2
James Rodriguez,0
Department Revenue Service,2
"Stevenson, Patterson and Cook Ltd",1
Evelyn Washington,0
Charles Forest South Jerry AZ,2
Jaclyn Morris,0
Kathleen Erickson,0
wages tips etc,2
Sarah Russell,0
Melissa Powell,0
Harvey-Riddle Ltd,1
Curtis Brown,0
code  ,2
Jones Greens New Diamondburgh NV,2
security number Visit,2
Brendan Jennings,0
Todd Sanders,0
Hale Vista Mariaburgh CA,2
Jones-Sullivan and Sons,1
Allocated tips Control,2
Robinson Island Travisshire MT,2
benefits  e,2
Martin-Lester and Sons,1
Jenkins-Terry LLC,1
"Salinas, Edwards and Hanna Ltd",1
Mejia Ltd LLC,1
Dependent care benefits,2
Mary Cole,0
Jesse James,0
Hughes Inc PLC,1
Smith LLC Group,1
Blake Glen Apt.  New Kelli CA,2
"Pearson, Adams and Beck PLC",1
Veronica Points Apt.  South Daniel LA,2
Danielle Wright,0
 Other enclosed,2
Garner-Jensen Group,1
Return This information,2
Gonzalez Pine Suite  Mikefort HI,2
Eric Island West Joshua HI,2
 e first,2
James Point Port Heather VT,2
Cole Causeway Suite  Toddhaven AL,2
Mrs. Melinda,0
tips Allocated tips,2
 e first,2
Mary Square Suite  Lake Kevin AR,2
Walter Courts Carriefurt SD,2
Martin-Snyder LLC,1
"Moreno, Burns and Wilkinson PLC",1
benefit  e,2
Jimenez PLC Ltd,1
portion REISSUED social,2
Adriana Ryan,0
 Localityname IH,2
  Statutory,2
Edward Diaz,0
"Morris, Sawyer and Johnson and Sons",1
Jones Bypass Millerstad WA,2
Albert Mission East Judith WY,2
Robert Moore,0
David Streets Anthonyhaven SC,2
Retirement b employee,2
Medicare tax withheld,2
Oneill-Tucker Group,1
Parker Ltd PLC,1
Erik Fork Ericaside WA,2
Cameron Lowe,0
Mary Stevens,0
Banks Plaza Maryburgh CO,2
Kevin Moran,0
Sergio Cox,0
Felicia Summers,0
pay Gler X,2
Last name ,2
Christopher Green,0
Williams-Chang Inc,1
Tara Manor Suite  Matthewberg HI,2
Tara Flores,0
number This information,2
Other enclosed Notice,2
Form Statement Copy,2
"Meyer, Burnett and Miller Ltd",1
Gregory Union Apt.  New Deborahview NV,2
Robinson Pike Lake Danielle NE,2
number Advance EIC,2
b employee plan,2
"Gillespie, Mckay and Logan PLC",1
"Durham, Hall and Thomas and Sons",1
Dorsey-Morrison Ltd,1
e first name,2
Bailey Group Inc,1
security tax withheld,2
Mcdowell Village Camposbury DC,2
No income taxable,2
b employer plan,2
Craig Conway,0
"Williams, Stafford and Cooper Group",1
Madison Harbors Suite  East Anna WA,2
G  ,2
Robbins Port Apt.  Lake Tinafort IL,2
Juan Wade,0
Jones Group PLC,1
Lewis-Perez Ltd,1
Harris Inc LLC,1
For Use enclosed,2
David Miller,0
Robert Moss,0
"Davis, Jackson and Powers and Sons",1
"Johnson, Patrick and Miller LLC",1
a See instructions,2
Kendra Owen,0
Nancy Track Suite  Candaceborough UT,2
Jamie Canyon Lake Tanya VA,2
Service Form Statement,2
Stephanie Estates Garciaburgh DE,2
Hernandez-Clark PLC,1
number  State,2
Karen Inlet Apt.  Juanborough AL,2
Dennis Group LLC,1
Cory Manors Suite  Douglaschester OR,2
Control nun Advance,2
 Other enclosed,2
Sheppard Crescent Lake Aprilburgh NY,2
Dr. Dominic,0
Jones Cape Suite  Lake Thomasview DC,2
Hicks and Sons Ltd,1
Steven Holt,0
Megan Gallagher,0
Sawyer Summit North Melissa AL,2
Jeffrey Inlet Suite  Tylermouth AR,2
Sanchez-Lee and Sons,1
If required file,2
Stephanie Martinez,0
Rachel Cruz,0
Hansen Rest Apt.  North Shawn SD,2
tips Control number,2
Richard Station Apt.  Emilyland WI,2
Pearson Pine Apt.  Lake Alan NJ,2
"Bailey, Patterson and Farmer and Sons",1
Cordova Tunnel South Jamesview CA,2
Daniels Square Apt.  South Timothy IA,2
f address ZIP,2
Jennifer Flat Erinstad NV,2
Federal income tax,2
  P,2
Samuel Smith,0
Daniel Thompson,0
Johnson Stravenue Suite  Port Dawnberg DE,2
"Ward, Mcbride and Page and Sons",1
Bass PLC Group,1
John Park,0
Cindy Passage Apt.  Keithland OR,2
Heather Zamora,0
Justin Woodward,0
Susan Wilson,0
Bowers Valley Mosleyland NM,2
Gerald Jones,0
Stephen Fleming,0
EIC payment Dependent,2
Shelly Island Suite  South Michelle NV,2
Jacob Crossroad Apt.  Port Colton AR,2
Knapp-May PLC,1
Moreno Islands Apt.  West John NE,2
instructions forbox ,2
portion REISSUED social,2
"Mooney, Flores and Colon Group",1
David Wolf,0
tips Medicare tax,2
tax withheld c,2
Morgan Ltd and Sons,1
Elizabeth Marshall,0
"Walker, Patel and Mccarty Group",1
Nicole Simmons,0
Clark-Padilla LLC,1
Blair Shoal Rossside WI,2
Joshua Plains Cynthiachester IA,2
Kelly Chapman,0
Service Form Statement,2
Hodges Inc and Sons,1
Mr. Danny,0
Ramsey-Leonard Group,1
Carter Flats Suite  Port Kerry LA,2
Rise file b,2
Dawn Light Cameronmouth NH,2
c ZIP code,2
Autumn Matthews,0
Thomas Hernandez,0
State wages tips,2
Erin Phillips,0
Stephen Fitzpatrick,0
Christina Tunnel Apt.  Lynchbury VA,2
Department Revenue Service,2
Elizabeth Drives West Kelly ID,2
c na Social,2
Camacho Track Markfurt DE,2
Douglas Monroe,0
state ID number,2
Other enclosed Notice,2
Nunez Pine North Joseburgh AZ,2
Lane Inc and Sons,1
Morales PLC Ltd,1
Bentley-Blair and Sons,1
plans a See,2
Colin Murphy,0
Thomas Village Devinhaven HI,2
Jennifer Brown,0
Lopez PLC PLC,1
"Harris, Barber and Graves LLC",1
Michael Gordon,0
Carolyn Bowers,0
Levy Ferry Suite  Lake Michael NV,2
Michael Coves East Benjamin PA,2
"Campbell, Murphy and Cook LLC",1
Donna Shore Joelburgh MT,2
Roger Whitehead,0
State  State,2
address ZIP code,2
Mcpherson Inc Ltd,1
Amanda Falls Katherinefort AL,2
Perez-Jimenez Ltd,1
tax withheld Social,2
Swanson-Esparza and Sons,1
Pierce Bridge Zimmermantown DC,2
Schaefer Group Ltd,1
tips Allocated tips,2
Lewis Gateway Apt.  Nolanmouth WY,2
"Mclaughlin, Alexander and Gordon Group",1
Ballard LLC PLC,1
"Hodges, Kelly and Marquez Inc",1
Simpson and Sons LLC,1
 Nonqualified plans,2
Barbara Wang,0
Mark Sims,0
Phillips Inc Ltd,1
Zachary Pearson,0
Chambers Drive Suite  New Amberport AZ,2
Chapman Trafficway New Garrettmouth NC,2
David Course Suite  East Yvonneside MO,2
Ryan Plain Wrightmouth AL,2
tips etc ,2
 State wages,2
Edward Kelly,0
Erica Gardner,0
Jonathan Brown,0
Miller Group and Sons,1
Michael Duran,0
Andrea Horn,0
b Employer identification,2
Robin Center Charleshaven DC,2
Davis-Martin and Sons,1
security tax withheld,2
Ronald Ball,0
Miller-Johnson Inc,1
John Well Kellyfort PA,2
"Avila, Charles and Wright LLC",1
  ,2
Erika Meza,0
Meredith Road Apt.  North Cassandra NJ,2
Jeffrey Skyway Suite  East Michael PA,2
Gerald Johnson,0
Greene Haven Apt.  Duranshire AK,2
"Nguyen, Brown and Jenkins Inc",1
West and Sons Inc,1
tax  Local,2
"White, Gregory and Barrett Group",1
Fitzgerald-Turner and Sons,1
Brennan Union Suite  Jamesshire MS,2
Cruz-Mendez PLC,1
"Parsons, Cox and Baird LLC",1
se file Copy,2
Lucas Inc Ltd,1
Harrington-Cook Ltd,1
Locality name ,2
report b Employer,2
Nonqualified plans a,2
wages tips ,2
Jackson Group PLC,1
Riley PLC PLC,1
"Leonard, Miller and Johnson Inc",1
"Webb, Stevens and Martinez Ltd",1
Sanchez and Sons Group,1
Reed-Holden Inc,1
ZIP code ,2
Christopher Rapids Suite  New Curtis AL,2
Parker River Thomasstad IN,2
Gonzales Shoals Apt.  Joechester WY,2
Dennis Atkinson,0
John Barnes,0
"Nolan, Webster and Carroll Ltd",1
Jacobs PLC Group,1
"Mooney, Chandler and Wright Group",1
Hoffman PLC LLC,1
Earl Taylor,0
Vanessa Kirk,0
Travis Fowler,0
Scott Palmer,0
Stewart-Hernandez PLC,1
f address ZIP,2
Hall Ltd Group,1
Shelly Holmes,0
Robinson Greens Josemouth DC,2
Marks-West Inc,1
Smith Cape Masseyfurt AR,2
Tax  Department,2
"Kirk, Conway and Chang Ltd",1
Lopez-Kelley and Sons,1
Edward Miller,0
Beth Stephens,0
Moore Port Apt.  New Ryan ME,2
"Hanson, Perez and Lloyd Inc",1
Watson-Reese and Sons,1
Megan Crossing Apt.  Dannymouth CT,2
Miller Way Danielleborough OH,2
Diana Reyes,0
Walker Dam Fergusonmouth AZ,2
 State income,2
Tim Dennis,0
 State income,2
Arthur Gonzalez,0
Colleen Martinez,0
Damon Ford Davidside DC,2
David Matthews,0
Samantha Thompson,0
Lane-Marks Inc,1
Miller-Thomas Inc,1
Jackson Ltd LLC,1
 Other enclosed,2
Julian Cunningham,0
  H,2
Leonard Cliffs East Jerryfort VT,2
Andrews Hill Moorebury VA,2
"Montes, Townsend and Love and Sons",1
Paul Robinson,0
Henry Circles Suite  North Richardton NC,2
Revenue Cut Keep,2
Johnson Estates Suite  North Jessicafurt WI,2
Choi LLC and Sons,1
b Employer identification,2
Robert Bauer,0
Jessica Spring Jameston ID,2
Mercado and Sons Inc,1
Blankenship-Nguyen PLC,1
Denise Lewis,0
Jeffrey Points Suite  West Bryan FL,2
file Copy C,2
Peter Light East Kellyberg AR,2
Robertson-Thompson LLC,1
Katie Smith,0
withheld Social security,2
etc  State,2
"Diaz, Vang and Jones Ltd",1
"Roberson, Williams and Cruz Ltd",1
Adams-Simon Inc,1
Park-Cruz PLC,1
Social security tips,2
Ford Squares Apt.  Kimberlyville MN,2
Mike King,0
Lambert and Sons Ltd,1
"Harris, Wu and Phillips Ltd",1
Ryan Island Zimmermanville TX,2
Thomas Rhodes,0
Gabriela Mendoza,0
Long-Allen LLC,1
Lisa Allen,0
Carl Lakes Suite  Antonioborough GA,2
Nunez Village Kirkfurt MT,2
Spears Ltd and Sons,1
etc  Local,2
Corey Fox,0
Kayla Johnson,0
income tax ,2
wages tips Medicare,2
Powers Land Suite  Jordanstad CA,2
Anna Murphy,0
Norman-Hall and Sons,1
Wage Tax ,2
Cook Ridge East Stephanieburgh NY,2
etc  Local,2
Nicholas Walters,0
Steven River South Andrea VA,2
 stacy ,2
"Snyder, Osborne and Davis LLC",1
Martin Lewis,0
Craig PLC Ltd,1
George Meadows Apt.  Laurachester IL,2
Emily Lock Brennanberg TX,2
"Solomon, Gomez and Roberts Inc",1
Wilson-Harrison PLC,1
See instructions box,2
Nelson and Sons Ltd,1
Chloe Green,0
Alexander Todd,0
employee plan sick,2
Sarah Smith,0
Brandon Ross,0
Local income tax,2
This information furnished,2
Brock Group Ltd,1
c d P,2
Martin Plain Suite  Justinstad ND,2
"Mcdowell, Johnson and Holland Inc",1
Kristopher Drive East Danielport SC,2
John Freeway Lake Noah TX,2
Robert Lambert,0
Crystal Carlson,0
Lisa Field Suite  Simsshire AZ,2
Matthew Meadow Lake Travisshire KS,2
Website STATEMENT OMB,2
Internal Revenue Cut,2
Cook-Rivera Group,1
Nielsen LLC and Sons,1
wages tips Medicare,2
Hernandez-Ferrell Ltd,1
Statutor Retirement b,2
c H ,2
Lopez Burg Benjaminland NV,2
"Miranda, Mckay and Thompson PLC",1
"Beck, Perez and Rose Group",1
ZIP code ,2
Long PLC LLC,1
Paige Smith,0
Brenda Flat Leonardchester WY,2
Last name ,2
Lee-Fuller PLC,1
Wilson-Powell LLC,1
Wendy Cliffs Suite  Dawnberg CA,2
Gregory Passage Bauerstad ND,2
Willis Forest Suite  Haleyshire TX,2
number  State,2
Christopher Harris,0
security number This,2
 Nonqualified plans,2
Vincent White,0
Timothy Johnson,0
Darren Gardens Suite  North Jameschester IN,2
name initial Lastname,2
Revenue Service Form,2
Jodi Robinson,0
"Lopez, Butler and Cole Ltd",1
Archer Rapids Khanchester GA,2
income tax ,2
d D ,2
Mcgrath Valley Jamesfort ID,2
Nathan Barnett,0
Rickey Edwards,0
Allen-Baldwin Group,1
Martin Corner Apt.  Bowmanborough UT,2
Local  Local,2
Dudley Mission North Anthonyborough WY,2
Christian Kim,0
Jessica Mckinney,0
Rebecca Horton,0
employe lan sickpay,2
Ann Manning,0
Felicia Greens Dixonfurt OK,2
This information furnished,2
Fox Bypass South Roberta OR,2
tax  Local,2
Rachel Lodge Kristenfurt KS,2
Jennifer Burgs New Hannahborough VT,2
Barbara Reynolds,0
Jonathan Evans,0
Shannon Williams,0
Sean Williamson,0
Nicole Rapids Suite  Matthewside CO,2
care benefits ,2
Burke LLC Ltd,1
f address ZIP,2
Wilson-Wilson LLC,1
Lindsay Padilla,0
Cut Keep lower,2
John Henry,0
income tax ,2
Guerrero-Atkins and Sons,1
Kelsey Dam Franklinville KY,2
Maddox Inc PLC,1
Campbell Park South Ericaview OK,2
Michael Ramirez,0
Crystal Brook Williston MD,2
Other enclosed Notice,2
Clark and Sons Ltd,1
"Galvan, Mays and Valdez Inc",1
Employer identification number,2
Michael Cowan,0
Employer identification number,2
Williams Fork Suite  South Hunter AR,2
William Rodriguez,0
Dr. Nicholas,0
 Statutory Retirement,2
Allocated Control number,2
Gillespie Rue Apt.  South Danachester AL,2
James Wilson,0
Gregory Sanchez,0
Horn Springs Apt.  Robbinsmouth CT,2
"Green, Gentry and Strickland Ltd",1
Thomas Flores,0
name  Nonqualified,2
Obrien-Herman Group,1
Hoffman Rapids Suite  Johnview GA,2
Stephen Mullins,0
Delgado-Mueller and Sons,1
Wilson Stravenue Edwardville MD,2
Sanchez Islands Suite  Williammouth VA,2
Alexander Green,0
Smith Estates Apt.  Lake Shannon CT,2
Wage Tax ,2
Gabriel Skyway Apt.  Alyssaton KS,2
"Thomas, Leonard and Woodard Ltd",1
STATEMENT OMB No,2
Daniel Compton,0
Eric Reynolds,0
"Salazar, Shelton and Jones LLC",1
Sherri Robinson,0
Nicole Turnpike Suite  New Matthewland OK,2
Lauren Valleys Apt.  West Kimberly NC,2
Patricia Road Lake Tiffanyville CA,2
William Circle North Evanfort OK,2
Frederick Grove Apt.  East James LA,2
LLO Medicare wages,2
Hayes-Myers Ltd,1
Brandy Jones,0
Moreno LLC Group,1
income tax ,2
REISSUED social security,2
Allen Orchard Elizabethmouth WA,2
Jennifer Woods,0
"Vazquez, Lynn and Wolf PLC",1
"Maldonado, French and Combs Group",1
Shepherd Ltd LLC,1
Mary Motorway Apt.  Port David MA,2
Dalton Port Philipstad FL,2
Mrs. Amanda,0
Judy Ridges East Jonathon TN,2
Patterson-Cunningham LLC,1
security number This,2
Melanie Road Apt.  North Lisa NM,2
Joseph Ramirez,0
Thomas Fords Suite  Flynnborough HI,2
Barber-Cooper Group,1
security wages Social,2
Dominique Cox,0
Scott Group Inc,1
Travis Inlet Apt.  Williamberg OR,2
Patel LLC PLC,1
Tax Return This,2
Edwards-Knapp and Sons,1
Eileen Gonzalez,0
Kenneth Jenkins,0
Mills Ford New Aprilberg NH,2
Perez-Woods LLC,1
Thomas Martinez,0
state ID number,2
Sharp Cove Suite  Zavalaville CA,2
Weeks Ltd PLC,1
wages tips etc,2
Jacob Pike Apt.  Angelfort MS,2
fail report b,2
Bentley Villages Phillipsmouth SC,2
Mckenzie Green,0
Page Wall North Jonathan CT,2
code  State,2
Young-Dawson Group,1
Alvarez Mission Kellystad LA,2
Fowler Lake Lawsonburgh VT,2
Fisher-Aguilar LLC,1
EIC payment Dependent,2
James Plaza Suite  East Robertburgh OH,2
David Walters,0
Gail Miller,0
Fernandez-Leblanc and Sons,1
