context,label
432876120 277405834 -6269597 -217287007 69701025 ,1
-79569 84517 -948 ,1
43181 -46642 49157 ,0
-60870208 -86279690 86036701 67229161 ,0
413722 -680498 233428 ,0
-45023 27190 1783 ,1
-6527 48094 -21567 ,1
-1776372 4683681 1794473 ,0
-3435 13 -595 2974 ,0
-11587 5157 6430 ,1
-432357275 -558419690 15994809 639769531 234612625 ,1
-181973497 -205179839 287332295 -113599489 ,0
3388 -3155 -232 ,1
-7348187 -3574411 6874088 4048510 ,1
67649 -68041 -37124 37515 ,1
112432137 -60736112 -51696025 ,1
4899491 -7166180 1254772 6645864 1582149 ,0
278631904 -483385370 -946218451 43581851 ,0
62109999 -436551732 52366935 251826767 ,0
-15911 -529132 -603515 654517 ,0
-8274868 -48460531 8397954 -195180 -27048963 ,1
21924075 -24556487 2632412 ,1
36627 -286762 250135 ,1
-2916 706 -333 ,0
9934152 -41662419 39895795 -58167528 ,1
-35217628 26683766 8533362 ,1
-4761 -1019 4174 ,0
83140381 -58304514 2393134 41432649 ,0
-280 12925 -10118 ,1
31276 -3458 53029 -49716 ,1
-9077406 -7796278 15863342 2818325 ,0
-1641 -743 -3466 5850 ,1
-48107 -4811168 5273374 -386297 172198 ,1
5566205 529111599 -878303288 ,0
4677204 -6625360 1948156 ,1
682193993 81202219 -90120304 -477339298 -195936610 ,1
-1047594972 178570903 -136060941 59297991 412105095 ,1
83219 -3166179 -4217040 ,1
495623 -725397 132820 ,0
-52896 902 23368 -54179 ,0
-3109 -6531 993 2838 ,0
-122528 128342 377739 43572 -192 ,1
42366267 -23748701 -20617566 ,1
-848763 -291224 4139987 ,1
-7078286 98419 -968194 ,0
11370 -129211 -59060 ,0
-5932 3396 -7169 6593 3112 ,1
-371549140 19398402 424655492 -372504754 ,1
320807558 -724462618 -84207904 ,0
-4380 -41900 96835 1261 ,0
3035648 66782 -2619944 -7628205 6544677 ,1
-37816415 304903369 39889611 561888712 -505297835 ,0
42 -5378 -49 ,1
-469100478 -52408000 366274592 ,0
7625501 -215459292 -612692284 53900280 -17240139 ,1
-4991180 -3291164 8282344 ,1
7360 -4157 -3203 ,1
58994711 67096420 -72980827 -9612045 ,0
-333530787 -323270082 1211307808 ,0
-7027814 -17333084 5511655 -1150757 ,1
6858768 -57989 788869 -3346681 -7242967 ,1
-3690 1877 2255 ,0
25067524 861149380 401086560 -230006021 -757075628 ,0
-39494382 73575715 -18189602 16446377 -26898724 ,0
55327 -12424 -20870 -5595 34076 ,0
997497 -650895 -215082 -611482 479962 ,1
-71915 46769 -10155 -97 45071 ,1
-115500 -7130974 48285983 ,1
-43617432 -14008375 -56808459 31256219 ,0
-7408439 -4637 7454812 ,1
419718 7490824 -265056 ,0
-50470 -29286 -1126 ,0
1234283 -98936 5334594 -4628303 558362 ,1
-702307 -522541 23905 690264 ,0
-609 260876 -20119 ,0
-836 86 -1250 ,1
-3396 790 1146 -2540 ,1
397608 -5742551 -4029058 -8283908 7718256 ,0
7196 -7101 7528 -3144 -7448 ,0
-86833506 -13395052 642032850 -27481227 213424558 ,0
6965 199401 -269060 ,1
-31924879 8630679 -54381916 ,1
192095 -9610 -121539 -257889 196943 ,1
-56175662 -40473295 98931896 -2282939 ,1
-2367348 -2206402 5801676 8266133 26055 ,0
1506 -1979 473 ,1
46359 1 -50545 -39942 -454 ,0
-731229 63854 89826 377549 ,1
20788906 -4378336 -92842415 50257035 65579839 ,1
-23582 -3032 26612 ,1
-1562674 3847083 5133639 -3638998 -6779050 ,1
-210205 -512457 722662 ,1
-8173 4828 -974 4319 ,1
-980171 -294056 773841 -741616 707605 ,0
11019 1191 -40656 -40498 -21056 ,1
21811256 33800696 -45151505 -10460447 ,1
-7005025 9337049 4030741 ,0
-88409862 -1584780 91475324 -17162494 ,0
343216 -545286 -159471 786983 -353856 ,0
796550 107252 93051 -548693 -548160 ,1
-3229 -3655 506 1817 ,1
-251210630 -941919101 69436552 -15642076 ,0
-587002 209583 377412 ,1
36144 -7664 29391 -7871 ,1
679 4265 891 -144 702 ,0
5682866 -1438983 -3146766 ,0
3318 -7324 -2337 7811 -2468 ,1
496874129 -434554096 -8905383 ,0
31769 -92968 -653600 350997 ,0
4663774 -1843824 4280418 -9093662 1993294 ,1
-206515454 -747209865 -107524764 -103410115 869869309 ,0
3177589 -4547684 1363095 ,1
28829387 -6220389 -2260899 ,1
95862 -42086 -12525 -40031 -1220 ,1
-241168689 -747603279 313329911 86694641 -191504358 ,1
512466307 382083647 -612024006 635115601 -917641639 ,1
-29869 39268 76605 -86004 ,1
-1563 4488 -1683 ,0
973258 -481445 153409 16629 ,0
-390370 -2304342 -3155122 4313333 ,0
337512062 262894786 -60040684 ,1
-2451464 68686046 48996783 ,0
92096 67707 -14816 ,0
-515196931 86276212 589229123 -729907890 -206886426 ,1
25929 -44034 13340 4765 ,1
-3611 -4451 28062 ,1
-75998 3949 -363494 ,1
-96772 6065728 -1504191 -8262006 379324 ,1
-35686 -28630 321993 ,1
814536 -459443 -872507 -95824 ,0
8013560 -1767717 1995075 ,0
-64 13811 -7318 ,1
-636272938 606652576 29620362 ,1
-23087 -267545 90632 ,1
4952 -6093 -181528 188101 ,1
-575501586 -475033014 56683203 ,0
408766463 -1000360509 860793282 -166384841 -72814395 ,1
417922078 -966090028 334575949 559593527 ,0
842202522 -35537694 -437253050 -369411778 ,1
5447 5348 -5726 -5070 ,1
-17069012 42539646 -25470634 ,1
-266371602 600283191 -333911589 ,1
872485 -217943 -50691 ,1
399520162 -456249059 378022222 -321293325 ,1
5073271 -36002913 -2177444 18688941 ,0
-2123 -260 -2235 ,0
3043978 1895175 -589118 ,0
85827654 -6451247 -4984663 -58391744 ,1
-7480 6305 2509 4770 ,0
333522 4567888 176341 57824 ,0
-162 -3187 -1379 ,0
23395 -7089 26018 -54174 ,0
-110144999 873101067 -935346630 17239056 ,1
-1559 -492 -6899 -2565 ,0
-922566 875191 -473891 -426905 ,0
3227096 397037 -977120 ,0
-7621902 9773630 -3836226 4742030 -3057532 ,1
-490799847 4157102 -629517 477431616 ,0
22770 28551 -58321 ,1
-49246513 164319410 -545799462 3137939 799351170 ,1
-5426 5533 -4295 -3914 9280 ,0
3572 -867 5581 -47 ,1
-4446 -2878 7411 -7 ,1
-312461 -285128 597589 ,1
-3700 -5144 -3580 ,0
-4729 251 -390 ,0
11043 90186 -18719 -82510 ,1
-101689378 5079158 55132426 -6074729 17552523 ,1
480784 -639068 88268 -724401 ,1
-5277 8452 -536 -9464 ,0
40976985 469807500 -787357079 -742605857 ,0
-47782153 44671008 47433635 -30925296 ,0
664882 -181374 -483508 ,1
10804 728 -36381 24849 ,1
240422 906111 -61204 -602304 ,0
-335699 -213216 -597770 ,0
-219755 -538095 -271346 198557 ,0
-124268167 194642466 -70374209 ,1
-2016511 -2877125 -2325388 -3995702 13983778 ,0
69201 -33307 -63176 48706 -87128 ,0
50203 -4781 43945 -95212 -14125 ,0
-8554636 2097856 6830783 -274045 ,0
6894881 -10244534 -26650347 ,1
-288 1316 -3308 839 -3935 ,0
1004471979 -3128824 -255413834 -715929321 ,1
13220060 284574257 -295174567 -699468124 ,0
-4292917 7704859 9031495 -9418360 ,0
93821 27670 -521491 ,1
-463219 36300430 -71094531 39257320 ,1
-44382 -56276 100658 ,1
4523965 6383983 -5629211 -455621 -722522 ,1
5227 -2227 -7117 8548 -4951 ,0
-79128246 1683229 8042491 -73446307 66408 ,1
-53642 72939 -73311 46699 -1801 ,0
40273949 -20911278 -19362671 ,1
-5484032 -721728 4934611 5766703 ,1
366548234 440481276 -918906045 111876535 ,1
929 1257 575 -4645 ,0
-4478 7245 313 7329 ,0
-463906 603433 -559494 347840 ,0
8749 -10149 8645 -7245 ,1
-104768152 -43766956 889661 36952140 ,0
1043999 -725126 -96801 -322618 856418 ,0
6605 -2603 -4002 ,1
68065 -31825 -26240 ,1
-22163838 -313544137 -26036100 -723293862 688622999 ,0
1019151 -87877 195998 -139584 ,0
-186615 -70971 -371201 828787 ,1
6146 -3910 -2228 ,1
64828799 -115697079 8576 859704 ,1
10462914 -7798826 5553499 -1297967 -59589519 ,0
84902476 -16382239 -31535988 -36984249 ,1
9449 -59441 -66304 -23930 ,0
-31574 -45985 4200 24141 ,0
8561922 -2802661 41044499 -46803760 ,1
-15038459 104245128 -46312454 -16720088 ,0
-51264731 20504311 118404291 -62391460 ,0
-11924054 9396282 2527732 ,1
8993 17188 9459 -8946 ,0
-782 -361 5692 -2210 795 ,1
-1205741 109160732 -383896 ,0
-53417741 -3856668 29267756 ,0
-3815 843 -2874 ,0
53054875 53851208 -64672033 -42234048 ,1
-82606 58371 1683 97038 -2715 ,0
-56882 93500 -31107 ,0
452802 4708 -871794 726098 -258667 ,0
-6576924 144194 3540149 -7311205 4203786 ,1
-122357723 -472687359 469749866 -198943130 324238346 ,1
866 2452 -3318 ,1
-559033434 310938545 981419845 ,0
-339 -5541 260 -2388 ,1
300468 -8582 -214641 ,1
5814 44298 -44561 -5551 ,1
4993002 -1829089 3462951 -6626864 ,1
796 -435 -5986 ,0
80487345 578726872 -465549329 -193664888 ,1
-425924 -647267 593122 9872 470197 ,1
215316 -691186 47587 ,1
-3616 8537 -412 47407 ,0
384812 225568 -585511 -617421 ,0
-407 -3072 347 ,1
-767982840 -459605910 457125986 769782764 ,1
4871586 -102061543 66073622 -18289946 -18008488 ,0
85526706 -299880910 -7637187 662749941 -240758556 ,1
-29157 -27936 -60870 117963 ,1
699 7636 -1097 -7238 ,1
399490985 377246241 486288053 -947948737 -41683676 ,0
-168591 -2421660 6590251 ,1
2167098 -7839355 -164157 836414 ,1
1501347 3240328 -22387424 -17565593 ,0
-3733148 -2141774 -3628724 11613288 -2109642 ,1
-8161098 5837544 -7709243 ,0
-22300728 -13784486 42930222 49945078 ,0
1851376 -102932746 -2329424 ,0
-1286 -4578 34 6563 -733 ,1
3428641 -6941956 8694238 -5180923 ,1
-222413 205100 178314 767209 -928210 ,1
-27825 -16855 196376 ,1
75451008 -59411997 46932524 46106781 ,0
210022 -748326 911721 -173271 ,0
-1982507 3348773 -5567785 -1548378 5249897 ,1
693699932 -6729718 -946308968 -27901621 2872403 ,1
69472 -9786 299583 ,0
3755668 -43222285 863551 21285868 -1648382 ,1
33002981 13866322 -24343842 -22525461 ,1
-839714526 834636208 -838413595 624026383 231668814 ,0
-2203 -591 -2895 ,0
32211393 -81550500 58107502 68258586 -77026981 ,1
-4806 10565 37503 ,1
68027 68079 -75153 -565 -5738 ,1
-65407 -39106 42879 61634 ,1
-10156924 -2469771 4147143 ,0
771367 -252274 -121017 -398076 ,1
1699 631 3781 -156 -255 ,1
-6560984 -33963469 -3645511 46873703 64930763 ,0
-523981 249019 -80292 ,0
-1259 -5973 7232 ,1
7099 -5500 -7362 5763 ,1
67548 -45650 30911 -52809 ,1
-11105 60816 -422993 559251 -85652 ,0
-71670104 32190446 36548917 ,0
-3710 -3462 78946 -51774 ,1
-62020975 -625328348 310679585 -17289298 549102518 ,0
-6093006 -141890 -9688234 7017950 8855180 ,1
8166 -35722 -39176 -43340 10852 ,0
5448044 -2472701 -4742193 ,0
627606951 518062115 -589407585 ,0
-1098187 -7009761 6866815 -8168743 2472730 ,0
5986 -6518 -1528 -3665 5725 ,1
2626991 -878420 157210 ,1
5251 -1285 -2143 63471 -100355 ,0
-89008 -42315 81840 53044 ,0
54624471 -43260582 -50613849 ,0
-101558 2330221 2224752 -5977920 24505 ,1
2980 -5348 5843 -3799 ,0
7320 3800 -23324 -39282 ,0
-62927020 -1394814 1676671 ,0
-21361404 23163839 107278439 -84796511 ,0
2437510 1895631 -9466393 2166901 ,0
-39102 -65539 62512 ,0
62965216 642375 -79388971 ,1
-157639 -242809 448 ,1
-2503 744 -1142 ,0
-6691161 -722592986 -45627770 363589862 ,0
-75454 -6 68463 -44774 ,0
3644 3312 -399 -2961 ,1
-16 -1898 7669 -5947 ,0
444900509 -855218946 -290828013 1145450 ,1
-42 -452677 -331213 789032 ,1
460692 -714074 629548 -76166 ,1
1636 -1572 -3056 -6112 5752 ,0
-524268 -102920 -3945587 -2977030 219321 ,0
-10859539 25476956 21467764 -36085181 ,1
15346330 -8713976 34843916 13391577 -7961343 ,0
6303 -21827 -43208 ,1
1588 556 -9094 -569 ,0
29973433 -52931487 38832333 -874279 ,1
446030 -41826 -344577 62946 -122573 ,1
-48840 29863 18977 ,1
7535342 -7377015 8610219 -1246392 ,0
5426 6546 -7107 -4865 ,1
-42054356 -62590801 88566419 -7930059 6168361 ,0
5314 -5154 3854 ,0
64484020 -23604174 -343022 -68771048 33734224 ,1
-901666 38093 621630 257559 ,0
-373698 6530505 94110 -2714898 -1536019 ,1
-459460 1926036 -1490083 546343 3612305 ,1
1023227 8390067 -7403151 -2010143 ,1
-2302429 -43962572 272525 -4007524 ,1
-10083591 6824514 -872735 -2521846 ,0
-198683 -408 484655 -655214 -10659 ,0
1033969249 -395109359 -270929569 -213795397 -581948565 ,0
-536762188 -2581254 -530017779 917816319 ,0
-6281324 9794480 -2316219 ,0
-415635 1059237 7573 -13319 -637856 ,1
-573952919 -444557267 1299047760 ,0
17132512 -35051686 -173272872 ,0
45455818 684987 -21583006 -8021453 -25536346 ,1
475439936 239259763 -714699699 ,1
425172 -750285 -44009 569122 ,1
-277640 -173626 91462 ,0
-88231 -3943 25514 ,0
-2446 3752 -8519 ,0
-2702 10592 -46 -5710 -1128 ,1
-56 6532 -4172 3696 ,1
553919441 290494287 -57726121 -786687607 ,1
83188751 -4239188 -38084960 -40864603 ,1
7741 7563 -6378 -8926 ,1
394 5825 -8427 607 1601 ,1
955406236 -693927853 594295267 -375936424 ,0
-36766254 52273747 -9886021 -5621472 ,1
-8192192 -81236327 60361492 47618950 11488077 ,1
-209144 31029 -101149 ,1
-66335 -5277 80281 41408 -32779 ,0
-496398 236042 938147 -677791 ,1
-8236610 206250 8030360 ,1
-281744 83482 -373652 ,0
-1179 4166 2599 ,0
-552606 -2340 235611 ,0
-13920 -68826 47287 35459 ,1
-491545 -336536 518296 -89585 962194 ,0
1277 -1688 -768 -460 ,0
-536737286 457382412 21727516 -68867596 ,0
35612813 -67161704 107262522 -5205705 ,0
-3376542 -4621874 64496 ,0
838 -1442 -944 -44 -3898 ,0
3998 29864 -3185 -94399 2772 ,1
-224932 -4262446 -185633 4673021 ,1
-593177 -27792 -498429 ,0
-1540 2985 -1445 ,1
59732 -73595 29876 ,0
-187 -6913 709 ,1
58995317 12462819 40536096 -6954105 -95040127 ,1
259 2289 -7422 ,0
-21112 -1571 45634 76991 -4994 ,1
66049 -45332 -55338 34621 ,1
457986 8032318 8772790 -9892657 -6242711 ,0
49763 8952150 -6972543 ,0
51322212 -64169510 12847298 ,1
-43313098 108674594 -65361496 ,1
-4455 2039 2416 ,1
585 -2976 3375 ,0
68209 -62940 17660 -13358 9828 ,0
43597952 -501419706 458216222 -39446 ,1
-103 -2971 -4364 7647 727 ,1
-236528653 577132104 -1092930674 752327223 ,1
-28014288 -592336758 41409346 ,0
-1158 -630 4965 1 -5278 ,1
43838 8313108 -2446504 ,0
-806045 2795926 38949392 18645738 414989 ,1
-323964349 486605402 223319801 -5074072 ,0
-596499 930988 -232336 -622532 -4398 ,0
-135048 16704 -32000 ,1
167357 339756 -143033 -118237 -4584 ,1
4005 723 -72 ,0
2411 3605 -792 4252 -288 ,0
509611 -1115853 217919 38832 ,1
-10543959 4576793 3599646 -1162778 353029 ,1
2736220 -26990549 -917241 ,0
-14894137 -2935274 -54439606 15728545 11956517 ,0
-1740 350 -3158 13775 -4693 ,0
-222325129 43248822 685828646 642895124 ,0
4756 -6191 3142 ,0
1101 6991 1288 2909 -4051 ,0
-14051970 -45578531 -59045416 ,0
-582598961 -145043668 227642629 ,1
-3335 6279 -5426 5031 -4350 ,0
9407 -583 -77 -5966 -8086 ,0
40527 1489 -16912 ,0
-8 4547 -289 -3442 ,1
-53683024 -30393929 39326434 25656824 ,0
912992 -955936 263727 861327 -909390 ,0
-8328738 -13310145 21638883 ,1
-27003 14295 -4275 46983 ,1
45585256 29529399 -57958995 -18902228 72026812 ,0
-19880452 634403734 539220920 -51521912 -66971178 ,0
6534113 -6684701 -183941 ,1
7975080 3661136 -5871295 588797 ,0
22521096 -202375182 -22835782 ,1
-725801413 700156073 58476121 ,0
-2059 9144 -1076 -4266 ,0
-10398 3210 2266 2020 2902 ,1
3954195 -169823 -49405 674878 6481284 ,1
-489256 557649 -151588 83195 ,1
6306928 -1681910 -273797 -436107 6789581 ,0
-4405 682 7559 938 -967 ,0
-610 -8259 -729 9568 ,1
8610194 -1332150 -4483826 -2794218 ,1
-13155 347858 -290001 ,0
-3948229 -95899270 63248317 44657352 -865817 ,1
-292267 -718835 -306132 811544 920100 ,0
-7747149 -530135986 -386826724 -41293188 ,0
-246470282 -53864246 248424793 251909735 ,1
1245 -1617 372 ,1
-637248 560962 664348 -446295 ,0
-643 -3762 649 -3700 ,0
8350 43 -410 -6316 ,1
5894748 -3050106 -2844642 ,1
-505146 -292903 100070 421011 ,0
670 -2622 -351 -656 7318 ,0
-8853 42 7711 ,1
259461 54504 -513965 ,1
-51106192 -45253351 -3305204 -373848321 3877814 ,0
-3179 -42 1685 -1996 ,0
6602 -7873 1871 ,1
-54925856 -18635164 32322225 5444453 -31087704 ,0
-3788194 -153602 8322652 ,0
-60678067 -52819985 711678818 9623483 ,0
-53125404 19807898 30453819 2863687 ,1
-8124 -452483 817574 ,0
-3689 203 -8217 1764 8939 ,1
45709286 -6519064 -40347247 1157025 ,1
1196 3328 -2677 4333 ,0
-5667833 -4754860 -2476160 ,0
-202702862 -132965578 243854728 -703275301 ,0
-68546651 17442063 22666651 28437937 ,1
979485553 -930440138 -278755963 80924564 259029760 ,0
19413607 662730706 -382156107 ,0
11248 -51646 -385 ,0
-281141614 739556496 338432080 -796846962 ,1
431876479 903804577 -138985336 380900109 -659982688 ,0
-5373061 275283 14258 -3421654 ,0
265483198 -14584133 -119641865 ,1
6935430 2603291 -8451005 712833 -59770 ,0
-27439647 622379 -40058777 ,0
-23448338 -56532049 89420413 -449837 ,0
538340735 -1038177576 4341443 -215079900 574543452 ,0
608502 -173230 296762 -195285 ,0
-47398301 -87573545 73860809 -8966574 -37900746 ,0
-486474 296533 -111600 -241965 43506 ,1
-2864 8202 -4764 ,0
26567235 40157895 -84851998 ,0
-19023615 88997452 -88938626 -51266309 70231098 ,1
-508164695 420992277 -144518013 231690431 ,1
-1169482 26962 522708 ,0
6053 -7302 7229 1975 -15 ,0
-37535 82269 25467 -77120 -34461 ,0
145059 -242152 1300 ,0
340731 517860 -776708 ,0
-34689 -43340 4770 30326 ,1
414 -526 -3765 -1143 975 ,1
-25439 41 -29826 1583 37788 ,0
-91995 78760 -3372 -3741 ,0
-1650 -4233 7990 ,0
342832270 -592324625 -199639866 182221 ,1
70707 -91531 21708 81606 -82490 ,1
894497587 -795219768 206358641 ,0
33449 625108 -487189 565354 ,0
74884 -694412 -1187049 411711 775878 ,0
-38203647 66944302 -9988175 -8752460 ,1
47931127 -1415269 50499183 -84277614 ,1
-324286 -651768 946827 686478 -657251 ,1
74127 -5423 -47661 8957 ,1
-74070955 -45767384 68237306 87549755 -61565381 ,0
39720686 -77192658 -3369150 11435864 5965468 ,0
-122253701 -10848226 -64784291 897068553 -453898841 ,0
-488097 63159 -449913 874851 ,1
61620 -73464 -5759 -7365 -30081 ,0
1802 -49923 5757 -25389 -12247 ,1
6009 -3763 -2246 ,1
-295981 -5125291 -645482 5449622 617132 ,1
764290429 -476314646 -18879541 -440517603 97536391 ,0
170047 -63852 -106195 ,1
-34127 -5000357 8632461 -219377 ,1
-719775667 809609975 -255300152 -148728210 ,0
1190 -2721 -3200 ,0
-891440885 737830554 621273087 -95760240 -902240526 ,0
-8856601 3208938 -9771549 4048758 7336126 ,0
-122737 285736 -135005 -332742 304748 ,1
-4832 4711 121 ,1
-465 -10373 4323 1933 ,0
4575583 -1626693 -355091 ,0
-2207 7653 -501 ,0
-8247552 -1077046 1725777 3426026 4172795 ,1
759180346 -254103563 479513888 752923426 -743825151 ,0
73768 633293 -123463 ,0
34692151 -102582916 7890765 ,1
38976 73963 -32143 -510 -60959 ,0
3568 -3416 -1629 -2716 -3929 ,0
-47523 -674023 721546 ,1
-1478920 -1950877 -13432625 86267600 -69405178 ,1
6801 -4343 -3784 -6737 7033 ,0
9559 -66579 -333 65282 -7899 ,1
23942 341 -62685 -75270 10803 ,1
-21242 1037626 -300093 -35340 ,0
-481 -7257 -772 73 4631 ,1
-252382 -233124 -417328 -33865 ,0
-46442734 -8180685 11090071 19348753 -1588563 ,0
-54229 -21956 5391 -34971 -19024 ,0
-44790873 50547250 -756337 ,1
-75371940 3144837 -9236541 68158229 83305215 ,1
-56660 97710 -23760 -14564 -2726 ,1
-34324614 -102816953 -404333819 ,0
-79884940 -583804571 329929475 333760036 ,1
6376075 -1182974 -977247 -1877571 -203828 ,1
-1892772 -17709498 -93331048 51692407 477176 ,0
-1244 -1662 3835 7810 -8739 ,1
-4921 5732 212 -1023 ,1
-58764 -6134 25385 -12509 ,0
-17748998 1578072 -29460259 -23340428 38237778 ,0
19539 65411 -28749 22308 ,0
142297 170443 -4450 -308290 ,1
-67573498 21529685 97137834 -764685 -13447162 ,1
-88564 6930 76692 -15564 6483 ,0
3119456 7305321 -7081156 ,0
3622 -15760 17785 57844 -30336 ,0
-3834801 -3026658 109756 -248297 ,1
510852520 -36638327 -223889922 -250328241 ,1
-433 -1712 1422 4628 ,1
-4714 2216 -4653 10205 -6004 ,0
524649194 -701706903 -44328400 221396109 ,1
-10575490 813748 5103569 -5145420 1803597 ,1
-903691 11310472 -5210303 5668046 -4759083 ,0
-274827 269460 536 ,1
-2967638 -5840548 8173236 947684 587794 ,0
13858009 -2305326 188864 89378844 -80372471 ,1
-4329 -2882 7211 ,1
31618073 -24267841 -7358899 -152250 -32708992 ,0
-5488429 9441625 -480541 -4711452 ,0
-53626580 100072085 22919079 -23543929 -59948321 ,0
283600 -607261 -160189 ,0
15475 12978 -36968 -90700 82325 ,0
-318 3614 -6845 255 1294 ,1
-657463 -191390 -264090 1112943 ,1
-7973322 3760436 9638939 -704981 ,0
4648705 723449 -5372154 ,1
430856 134884 -95080 -47066 ,1
28090722 -232982616 271367639 81108917 -500401166 ,1
-17093 68170 -34126 -1924 10810 ,0
40402 -328316945 1135554038 -380386922 -435390573 ,1
2633843 -6843723 624826 -3224273 ,0
758 -5009 -112 -8829 ,0
-24916 -59521 58495 25942 ,1
2549 -2505 -44 ,1
32607580 -30034165 -70169178 -54535749 103528591 ,0
164910 -241903 -65278 142271 ,1
-354678 35179 31953 -316648 ,1
394 -6 -6393 -250 5017 ,1
81353 93700 -15528 -88077 -73189 ,0
-38448 -3525 -8763 66839 112782 ,0
-3351 -5211 7485 ,0
544806 5915684 -80358 2180672 -2775504 ,0
272107 29290 -301397 ,1
-70813245 78037865 -939179 -32984853 ,0
-669214 -28821 -376214 1274249 ,1
69328 240465 -111361 -168432 ,1
-1056052 139 645258 139934 ,0
-299673 -709858 329540 907497 ,0
2507 -4141 2444 4794 -5604 ,1
-6015885 9528779 -8021789 4508895 ,1
-335761321 749715114 96130375 -83437004 ,0
-1738 224639 -75969 ,0
-157973 41933 -657653 ,0
3410824 1060410 -9091254 274727 7860609 ,0
-621205 857308 -6103 ,1
-554371 -436172 1705937 -4017033 -4698361 ,1
34224471 54661149 -88885620 ,1
134843386 109739048 -1051297499 353084161 ,0
5746 -186 9265 -8241 -584 ,1
391012 -396414 -150694 156096 ,1
-57254950 55741316 -19530760 5711369 ,0
-775927 -195220 552288 127902 ,0
285566 83802 -3369368 ,1
-9327 33762 -800867 815418 -371 ,0
-44551011 81971781 -65385932 27965162 ,1
5056 7133 3457 -4391 -3551 ,0
-2830 5345 -288 ,0
-682078 635753 156946 160778 324959 ,0
3008 -6503 3495 ,1
-44064 -26898 -26868 80623 ,0
-49014934 -14926764 2522109 -9523871 30943460 ,1
-2932132 -385559577 212851972 -462475292 ,0
695 -568 11250 -72 ,0
30093 -15053 -15040 ,1
5322174 95993494 -101321668 ,1
-3549 10431 -19 -95 -1568 ,1
-78813488 108531989 -7472113 ,0
-148245976 -268861580 172300981 ,0
-3317 -187 -57166 ,0
302539 -461234 -299084 151486 944 ,0
-8118670 -422450 5968230 ,0
-506713 -41236 -252785 -1774 50480 ,0
113242329 -73622417 -49459706 ,0
386751 794220 -134822 -513332 -449359 ,0
-309014 721995 -626864 213883 ,1
-17596 -45979 6357 ,1
-5535 3902 -2710 -6002 ,0
-34 -813 423 ,1
-1522 5807 -6440 ,0
123841 9872 -62695 -3413 ,0
-456464697 -40910999 353290211 ,0
-5355863 58194435 120048152 -8265345 -5783304 ,0
39451 -35386 -2284 5690 21314 ,1
10044 -1783 -8261 ,1
-27608372 -24820434 52428806 ,1
-7654 11145 -975 1279 ,0
794646647 566485273 -399828148 -961303772 ,1
5001364 -6106196 3756295 ,0
94740 -48995 -45745 ,1
18237 -406 47442 ,0
7907 26595 -28305 640 ,0
-2921918 -5997524 7960187 5911236 -4931981 ,1
-7219291 40919016 -16929622 -10406391 -2707718 ,0
2845353 3914472 -4683028 -2890034 ,0
224 1364 226 ,0
-76934030 -13984552 25183635 22163755 43571192 ,1
-652650437 -464837817 904004211 -556921586 ,0
33823 -9240 930 13591 12521 ,1
-47699959 833308012 -356398419 ,1
-22586448 -67239433 9818377 -54601877 60230504 ,0
-5 -31247 -61996 114680 ,0
729290489 146605083 -648972515 -226923057 ,1
161344 116045 -277389 ,1
-23239 8121 5118 ,1
-86322 107480 16094 ,0
-477294743 -607890381 -46005760 541215384 589975500 ,1
614381652 -35817901 -256202640 ,1
-7956 -28455 74483 -7468 ,0
-61412140 -12894308 -24221642 -1867280 24766431 ,0
89441 -8902 537890 -839759 ,0
-76252998 436750540 -360497542 ,1
-702585 26500384 -9474532 ,1
628133 -73236072 -22256542 ,0
-418450475 -39529054 93954168 ,0
53222 73277 343 -50028 -12702 ,0
-4408 10096 -6218 6194 1132 ,0
-3138659 3403991 3762289 -4027621 ,1
22674 -75787147 -10545092 66105593 ,1
-83149 57519 65833 -93302 ,0
2563250 2247345 6053439 -4856582 ,0
-33484 63673 92384 -49072 ,0
4241638 -5793623 -3281516 -1764982 1331890 ,0
49895 -3377 -98022 12390 71541 ,0
116500 658943 -121178 -435682 -218483 ,1
39506429 11501639 -39952088 ,0
-47818 -82793 -7566 61148 77029 ,1
-6298 3331 -46275 -45488 54730 ,1
7206 6049 -4531 -1622 -2452 ,0
-12334 -5365 8142 250 32353 ,0
11932 92657 -69870 14446 -65275 ,0
3434081 -897332 -703128 6029242 2363103 ,0
447 4255 -828 -237 3113 ,0
-11510 -27494 -3223 ,0
-445954 -560920 21826 ,0
8637099 -5991897 -2645202 ,1
4324821 -559731 -4351981 5624478 ,1
-43147 -26629 -27783 1191 35062 ,0
468608936 -693394407 15931494 208853977 ,1
6240260 -7014187 7457068 -668314 ,1
1616668 651425934 -905138520 1246789 ,0
-11199 7621 -65019 ,1
5940429 -4811571 5863409 ,0
-594877 959273 236235 ,0
-55885 102700 -37144 -46272 36501 ,1
35730819 46172068 -39759313 ,0
-106864 -6458900 6281759 3791289 ,0
104264 -10211 -31053 -13549 -49451 ,1
40056667 -1394605 4735509 -30846124 ,1
4529 -1527 -23 2234 ,1
-37437737 85112918 -47675181 ,1
-195578 -638452 1518 ,0
-78569 -5154 77452 16960 35698 ,1
-38668879 -29998252 -32259483 ,0
-653977 7387470 -10331173 559768 ,1
694080 934597 -12116703 -1445193 6291539 ,0
3861081 64270 -519738 5384221 ,0
58746 74471 -20987 17517 -69747 ,1
726075664 744678868 -570349718 -591356623 -9048191 ,1
