,context,label
1842,Rivers Throughway West Jessicaview OR,2
1843,Douglas LLC Ltd,1
1844,Christopher Schroeder,0
1845, D   Statutory,3
1846,Ryan Branch Apt.  Savannahbury NY,2
1847,"Jimenez, Andrade and Spence Group",1
1848,Phyllis Bell,0
1849,withheld c ZIP code Social,3
1850,Williams Inc LLC,1
1851,"Walter, Rivera and Smith Inc",1
1852,D  f address ZIP,3
1853,"Booth, Porter and Berry and Sons",1
1854,Garner-Jensen Group,1
1855,Harrison LLC Group,1
1856,"Hall, Brown and Cooke PLC",1
1857,Last name  Nonqualified plans,3
1858,Hall Group and Sons,1
1859,Tyler Bradshaw,0
1860,Martin and Sons LLC,1
1861,Carlson Fall Apt.  South Tyler OR,2
1862,Michelle Brown,0
1863,Retirement b employee plan sick,3
1864,Joseph Corner Suite  East Tasha VA,2
1865,Colon PLC Inc,1
1866,Pitts PLC Group,1
1867,Natasha Banks,0
1868,Amanda Carroll,0
1869,Michael Grant,0
1870,Sharon Hayes,0
1871,Advance EIC payment  Dependent,3
1872,Gomez LLC LLC,1
1873,Katelyn Shores Suite  West Marctown CO,2
1874,Robinson Drive Apt.  Lake Melinda LA,2
1875,Christopher Glen Port Jeremyfurt NJ,2
1876,Logan Benton,0
1877,Charles Greens East Dianamouth PA,2
1878,Derek Landing Suite  Nancyfurt NM,2
1879,Jason Keys Apt.  South Jocelyn SC,2
1880,Laurie Ross,0
1881, e firstname initial Last,3
1882,"Brown, Andersen and Taylor Group",1
1883,initial Last name  Nonqualified,3
1884,Johnson Knoll Elizabethburgh KS,2
1885,"Thomas, Leonard and Woodard Ltd",1
1886,number This information furnished Internal,3
1887,Anderson-Mcintyre Inc,1
1888,pay X x D ,3
1889,Gregory Lee,0
1890,Be Filed FEDERAL Tax Return,3
1891,information furnished Internal Revenue Cut,3
1892, Nonqualified plans a See,3
1893,Arellano-Wilson Inc,1
1894,Young Forest Palmershire ME,2
1895,wages tips  Medicare tax,3
1896,Sharp Inc Group,1
1897,"Walker, Malone and Macias Ltd",1
1898,Torres and Sons LLC,1
1899,Michael Collier,0
1900,Perez-Woods LLC,1
1901,Jonathan Coleman,0
1902,Jonathan Brown,0
1903,Rogers Turnpike Danielbury TX,2
1904,FEDERAL Tax Return This information,3
1905,Day and Sons Group,1
1906,Joshua Cohen,0
1907,Karen Crossroad North Amandaport KY,2
1908,Brittany Russo,0
1909,Michael Cliff Bookerbury WA,2
1910,benefit   e first,3
1911,Edward Landing East Amy AK,2
1912,Strickland LLC Ltd,1
1913, Locality name  Wage,3
1914,Daisy Wolfe,0
1915,Ernest Edwards,0
1916,Tanner Lodge Apt.  Allenhaven IN,2
1917,imposed STATEMENT OMB income taxable,3
1918,instructionsforbox    ,3
1919,Nelson Neck Apt.  Lake Johnborough NH,2
1920,"Miller, Perez and Byrd and Sons",1
1921, State state ID number,3
1922,ZIP code  State state,3
1923,Browning Center Apt.  Amandahaven MI,2
1924,tax  Locality name Wage,3
1925,"Parker, Lyons and Braun LLC",1
1926,Rodriguez-Hall LLC,1
1927,Dr. Matthew,0
1928,Chelsea Manors Suite  North Ryanfort HI,2
1929,may imposed STATEMENT OMB income,3
1930,Locality name Wage Tax ,3
1931,Barbara Wang,0
1932,"Robbins, Weaver and Spencer Group",1
1933,Ruiz Rest Mcmillanbury GA,2
1934,a See instructions forbox ,3
1935,d H  f address,3
1936,Raymond Center Foleyville VA,2
1937,Jacqueline Wall Suite  Williamsview MN,2
1938,Wage Tax  Department Revenue,3
1939,income taxable fail report b,3
1940,Wesley Conley,0
1941,Ortiz PLC Inc,1
1942,Luis Price,0
1943,Gabrielle Love,0
1944,Tax Return This information furnished,3
1945,Laura Turner,0
1946,Sarah Russell,0
1947,Revenue If required file tax,3
1948,Deleon-Little Group,1
1949,Adrienne Crescent Suite  West Kristin KY,2
1950,number Visit IRS Website STATEMENT,3
1951,Maria Station Apt.  Doyleborough NC,2
1952,Joshua Via Apt.  New Samueltown UT,2
1953,Department Revenue Service Form Statement,3
1954,Cassandra Light Apt.  Craigbury AR,2
1955,Derek Manor Malonestad VA,2
1956,Department Revenue Service Form Statement,3
1957,Local income tax  Locality,3
1958,Nicholas Cliffs Apt.  Hallchester NJ,2
1959,"Perkins, Beasley and Randall and Sons",1
1960,Melissa Fall Apt.  Petersonshire AK,2
1961,Sandra Forge Apt.  Hamptonbury FL,2
1962,"Jackson, Singleton and Gutierrez and Sons",1
1963,Travis Jennings,0
1964,Department Revenue Service Form Statement,3
1965,Sanchez and Sons Group,1
1966,Thomas Greens Suite  Berryville VT,2
1967,required file tax negligence penalty,3
1968,Ashley Ports Patelshire AK,2
1969,Barrett-Richardson Ltd,1
1970,security number This information furnished,3
1971,Wright-Houston LLC,1
1972,Sean Barr,0
1973,Davis Mills Apt.  Destinyfurt WY,2
1974,Willie Ranch North Luis IL,2
1975,ID number  State wages,3
1976,Steven Davis,0
1977,Cynthia Frazier,0
1978,Scott Highway Apt.  Chapmantown LA,2
1979,Adrian Martin,0
1980,Carlos Mitchell,0
1981,c d H  f,3
1982,Carson-Pearson LLC,1
1983,Martin Smith,0
1984,Patterson PLC Ltd,1
1985,Ronald Stravenue South Brandy MI,2
1986,Alvarado Points North Timothyfort NC,2
1987,Loretta Bryant,0
1988,Cain Square Bakerport WA,2
1989,Cooper Island Suite  East Peterborough HI,2
1990,Jacqueline Kline,0
1991,Rachel Loaf Apt.  Lake Patricialand RI,2
1992,Local wages tips etc ,3
1993,income tax  Local ,3
1994,Wanda Ward,0
1995, Department Revenue Service Form,3
1996,Medicare wages tips Medicare tax,3
1997,"Mclean, Baldwin and Bowen Group",1
1998,Charles Long,0
1999,David Nixon,0
2000,Joseph Kelly,0
2001,Christopher Parkway Apt.  South Dennishaven MS,2
2002,Espinoza LLC Ltd,1
2003,first nameand initial Last name,3
2004,  H  ,3
2005,Dorothy Lakes Apt.  Callahanside NE,2
2006,Maddox Inc PLC,1
2007,Anthony Watkins,0
2008,  G  Statutory,3
2009,Harrington-Cook Ltd,1
2010,Little Falls Snyderton TX,2
2011,Hart LLC Inc,1
2012,Tim Dennis,0
2013,Alexandra Ports Huynhborough VA,2
2014,Mejia Mission Lake Valeriemouth VA,2
2015,John Henry,0
2016,Hickman Points Alanmouth ID,2
2017,Armstrong Gateway Karenbury NC,2
2018,security wages Social security tax,3
2019,sickpay   Other enclosed,3
2020,Alicia Run Suite  North Ryanside AK,2
2021,Laura Moreno,0
2022,Davidson-Browning Ltd,1
2023,X x H  ,3
2024,Statement Copy Be Filed FEDERAL,3
2025,"Jensen, Fernandez and Fleming Ltd",1
2026,Chloe Green,0
2027,Brandon Hardy,0
2028,Scott Port Apt.  New Edwardside LA,2
2029,Amanda Woods,0
2030,Robert Cervantes,0
2031,Molina Ltd Group,1
2032,security tax withheld Medicare wages,3
2033,Sarah Phillips,0
2034,Kelly Rapids Jackburgh MD,2
2035,Brandon Wells Suite  Williamsstad NC,2
2036,Tina Road Apt.  North David CT,2
2037,  Other enclosed Notice,3
2038,Mark Trail Suite  East Stevenville WV,2
2039,Miranda Anderson,0
2040,Local income tax  Localityname,3
2041,Rowe Group LLC,1
2042,This information furnished Internal Revenue,3
2043,Hall Glen Danielleview LA,2
2044,Brown Falls Markview DE,2
2045,Lloyd Mews Morenoland MA,2
2046, Local income tax ,3
2047,Townsend Place Suite  Lake Mary WV,2
2048,income tax withheld c ZIP,3
2049,plans a See instructions forbox,3
2050,"Owen, Myers and Brooks Group",1
2051,Nicole Simmons,0
2052,Internal Revenue If required file,3
2053,employee plan sickpay H ,3
2054,Evans LLC Ltd,1
2055,"Barnes, Scott and Pierce LLC",1
2056,David Turner,0
2057,Patricia Centers Michaelport DC,2
2058,Stacy Dodson,0
2059,Caroline Butler,0
2060,Mrs. Amanda,0
2061,Social security wages Social security,3
2062,Coleman Pines Suite  Margaretside WI,2
2063,Valentine Group Group,1
2064,Tucker Ltd Ltd,1
2065,Morgan Shaw,0
2066,Heather Plains Suite  Cathystad UT,2
2067,Wise Trail North Ryanfurt NV,2
2068, State wages tips ,3
2069,Emily Simpson,0
2070,Emily Stravenue Brianshire MO,2
2071,Villa-Miller Ltd,1
2072,Fletcher Courts Apt.  Rodriguezberg NJ,2
2073,Carter Group LLC,1
2074,Kane Inc Ltd,1
2075,Tracy Davies,0
2076,Wagner-Chandler Group,1
2077,Alvarez Mission Kellystad LA,2
2078,information furnished Internal Revenue If,3
2079,Benson Mill Apt.  North Jessica CA,2
2080,Wright Ltd Inc,1
2081,William Squares Apt.  West Julie AK,2
2082,Amy Villages Mitchellchester AZ,2
2083,"Morrow, Black and Fleming and Sons",1
2084,Castillo Inc and Sons,1
2085,"Bennett, Allen and Yang Inc",1
2086,withheld Medicare wages tips Medicare,3
2087,Schneider-Bailey LLC,1
2088,Christine Holland,0
2089,Service Form Statement Copy Be,3
2090,Hudson Village Schmitttown PA,2
2091,Smith LLC Group,1
2092,Costa Valleys Suite  Rosestad MI,2
2093,Alexander-Gallagher PLC,1
2094,"Casey, Green and Morales Ltd",1
2095,Steven Pines Apt.  Moodyview AL,2
2096,Crystal Martinez,0
2097,tax negligence penalty sanction may,3
2098,Bailey Group Group,1
2099,Laura Russo,0
2100,Trevor Duncan,0
2101,STATEMENT OMB Use nsew file,3
2102,Yolanda Place Suite  Lake Christinafort OR,2
2103,Terri Sanders,0
2104,Taylor Simmons,0
2105,John Jenkins,0
2106,Hicks LLC Inc,1
2107,Jessica Collins,0
2108,Wendy Harbor Snydertown KS,2
2109,Martha Watson,0
2110,Hoffman Rue Suite  Curtismouth DE,2
2111,Davis Brooks East Sandra LA,2
2112,Underwood and Sons LLC,1
2113,Eric Torres,0
2114,Francisco Row Apt.  North Cole ID,2
2115,  e firstname initial,3
2116,income tax withheld c ZIP,3
2117,"Bruce, Morris and Riddle PLC",1
2118,"Garcia, Campbell and Wheeler Ltd",1
2119,Melissa Evans,0
2120,Garner PLC and Sons,1
2121,Beard Overpass East Courtneyburgh ME,2
2122,"Bailey, Crawford and Taylor Ltd",1
2123,Heather Armstrong,0
2124,income tax  Local ,3
2125,Angela Hebert,0
2126,Henry Neck Suite  Port Angelastad IA,2
2127,White Inc Inc,1
2128,"Burgess, Wilson and Davis and Sons",1
2129,Joseph Martinez,0
2130,Malone Gardens Suite  Stewartbury OK,2
2131,Moore Group Group,1
2132,Thomas and Sons Inc,1
2133,Smith-Goodwin Group,1
2134, State income tax ,3
2135,Scott Cape Suite  Frankshire WI,2
2136,Stephens Roads New Jameshaven IN,2
2137,"Martinez, Golden and Edwards and Sons",1
2138,Joshua Johnson,0
2139,Meyer Ltd PLC,1
2140,Kimberly Canyon Apt.  Kristinemouth SC,2
2141,Deborah Manor Suite  Conniemouth VT,2
2142,number Advance EIC payment Dependent,3
2143,Gonzalez Pines Port Sean NV,2
2144,Hammond Inc LLC,1
2145,Thomas Village Devinhaven HI,2
2146,tips Allocated tips Control numbe,3
2147, Dependent care benefit ,3
2148, Local income tax ,3
2149,Elizabeth Villages Suite  Jonesfurt PA,2
2150,Leslie Cortez,0
2151,Deleon-Cooper LLC,1
2152,Return This information furnished Internal,3
2153,  D  ,3
2154,payment Dependent care benefit ,3
2155,Shawn Bailey,0
2156,Miller-Thomas Inc,1
2157,Daniel Greene,0
2158,Steven River South Andrea VA,2
2159,Young-Anderson Ltd,1
2160,Samuel Williams,0
2161,Susan Islands Suite  Benjaminburgh MS,2
2162,Edward Armstrong,0
2163,Hernandez PLC Ltd,1
2164,Daniel Green South Erikside IL,2
2165,Brown Vista Christyhaven NH,2
2166,Sean Williamson,0
2167,Local income tax  Locality,3
2168,State income tax  Local,3
2169,tips Medicare tax withheld Social,3
2170,Tiffany Ramos,0
2171,Emily Little,0
2172,e first name initial Last,3
2173,Alexander Haynes,0
2174,"Bradley, Rodriguez and Shannon Group",1
2175,"Barnes, Frank and Matthews Group",1
2176,"Suarez, Rose and Hull Ltd",1
2177,Russell Bird,0
2178,Huber-Frazier LLC,1
2179,Melissa Gross,0
2180,Blake Alley Apt.  West Jamesborough MO,2
2181,withheld  Medicare wages tips,3
2182,Morton PLC Group,1
2183,Evans Springs Apt.  Elizabethland AK,2
2184,name  Nonqualified plans a,3
2185,withheld Medicare wages tips Medicare,3
2186,Swanson-Esparza and Sons,1
2187, Local  Local income,3
2188,Reid LLC Ltd,1
2189,Locality name  Wage Tax,3
2190,Erika Meza,0
2191,number Advance EIC payment ,3
2192,Chandler-Harrison and Sons,1
2193,b Employer identification number compensation,3
2194,  e first nameand,3
2195,Kimberly Taylor,0
2196,Peters-Grant PLC,1
2197,Brian Booth,0
2198,Brady Wall Apt.  North Carol DE,2
2199,number  State  State,3
2200,Davidson Inc Inc,1
2201,Norris-Watson and Sons,1
2202,"Peters, Diaz and Herrera PLC",1
2203,Ashley Robinson,0
2204,withheld Medicare wages tips Medicare,3
2205,c ZIP code Social security,3
2206,security tax withheld Medicare wages,3
2207,Wilson Centers Apt.  Jessicafurt NC,2
2208,Jesse James,0
2209,Larry Hill,0
2210,Jessica Robinson,0
2211,Justin Thompson,0
2212,Vanessa Cape Apt.  Port Jasonstad SC,2
2213,Harris Inc LLC,1
2214,Statement Copy Be Filed FEDERAL,3
2215,Michael Smith,0
2216,"Chavez, Rodriguez and Thompson PLC",1
2217,Shannon Chase,0
2218,Jason Barnett,0
2219,This information furnished Internal Revenue,3
2220,Hart and Sons LLC,1
2221,"Watson, Love and Gray Inc",1
2222,b emplove plan sickpay ,3
2223,Nathan Fork South Marcus NJ,2
2224,Bowen Coves North Ronaldstad IL,2
2225,Diaz Green Ashleyburgh IN,2
2226,ZIP code Social security wages,3
2227,Parks Ltd LLC,1
2228,Other enclosed Notice c G,3
2229,withheld Social security tips Allocated,3
2230,Garcia and Sons Inc,1
2231,Patrick Lee,0
2232,Michael Reed,0
2233, Local income tax ,3
2234,Huffman Ltd Ltd,1
2235,Crystal Carlson,0
2236,Jessica Lawrence,0
2237,Pennington-Ramirez PLC,1
2238,"Small, Roth and Morgan PLC",1
2239,Moss-Le and Sons,1
2240,negligence penalty sanction may imposed,3
2241,"Grant, Morris and Fisher Group",1
2242,Mendoza-Lopez Ltd,1
2243,Huber Island Suite  Collinshaven IN,2
2244,Compton-Fitzgerald Ltd,1
2245,Copy Be Filed FEDERAL Tax,3
2246,d  P  f,3
2247,Jacob Cove East Ryanburgh PA,2
2248,James Rodriguez,0
2249,Jody Cook,0
2250,Nathan Gomez,0
2251,Adam Plains Suite  Sandymouth AR,2
2252,Melissa Street Suite  Lake Joel AK,2
2253,Miller Drive Suite  Mooreburgh NH,2
2254,Sherry Fernandez,0
2255,"Weiss, Anderson and Thompson PLC",1
2256,Olsen Cove Suite  South Lisa IA,2
2257,Frederick Island Walterbury CO,2
2258,tax withheld Medicare wages tips,3
2259,Kevin Extension New Lisastad AL,2
2260,Rebecca Golden,0
2261,Miller Lights Apt.  Port Lorimouth CO,2
2262,Davis LLC LLC,1
2263,Harper Course Apt.  North Wendy VT,2
2264,Hayes-Shepherd LLC,1
2265,Nolan Stream Suite  Fernandezberg CT,2
2266,Katie Harbors West Richard FL,2
2267,Davis Group LLC,1
2268,Vance Union Suite  Pattersonchester VT,2
2269,Tonya Causeway New Davidborough AL,2
2270,William Stein,0
2271,Patterson-Brown PLC,1
2272,"Wilson, Woods and Palmer LLC",1
2273,Kimberly Alley Apt.  Mckenzieton PA,2
2274,Austin Atkins,0
2275,c D  d D,3
2276,Billy Harbor West Brittney OH,2
2277,Ross Garcia,0
2278,"Campos, Jones and Sharp PLC",1
2279,Revenue Service Form Statement se,3
2280,Carolyn Bowers,0
2281,Gregory Freeway Lindaview IN,2
2282,Darius Moore,0
2283,security number This information furnished,3
2284,Return This information furnished Internal,3
2285,Walker Ltd and Sons,1
2286,Andrew Murphy,0
2287,Megan Smith,0
2288,Thomas Casey,0
2289,imposed income taxable fail report,3
2290,Revenue Service Form Statement Copy,3
2291,State income tax  Local,3
2292,wages tips etc  Local,3
2293,Kevin Reilly,0
2294,plan sickpay X  ,3
2295,security tips Allocated tips Control,3
2296,Clay Loop New Williamburgh SC,2
2297,b employee plan sick pay,3
2298,Edwards Ltd Group,1
2299,David Valley Jonesmouth ND,2
2300,Jones PLC LLC,1
2301,Jennifer Khan,0
2302,"Davis, Jones and Ford Ltd",1
2303,Campbell PLC PLC,1
2304,Melissa Patel,0
2305,etc  Local income tax,3
2306,Moore Port Apt.  New Ryan ME,2
2307,Brown Mission Suite  Lake Jamesbury CA,2
2308,"Green, Gentry and Strickland Ltd",1
2309, Department Revenue Service Form,3
2310,Daniel Ford Suite  New Jill ND,2
2311,Connie Rangel,0
2312,Ryan Nelson,0
2313,Young-Peterson and Sons,1
2314,Martin-Snyder LLC,1
2315,plan sick pay x ,3
2316,Steven Mason,0
2317,Garcia LLC PLC,1
2318,Steven Views North Amytown MO,2
2319,State  State income tax,3
2320,Derrick Jarvis,0
2321,"Jackson, King and Peters Ltd",1
2322,Medicare tax withheld Social security,3
2323,EIC payment Dependent care benefits,3
2324,EIC payment  Dependent care,3
2325,William Ryan,0
2326,  e firstname initial,3
2327,Coffey-Johnson Group,1
2328,Walker and Sons Ltd,1
2329,Courtney Christian,0
2330,"Maldonado, French and Combs Group",1
2331,Stevenson Islands Sarahbury WY,2
2332,Johnson Via Lake Alyssa CO,2
2333,Nicholas Meyer,0
2334,Diaz Group and Sons,1
2335,Jacobs PLC Group,1
2336,tips Allocated tips Control number,3
2337,Advance EIC payment Dependent care,3
2338,April Salinas,0
2339,Williams-Walters LLC,1
2340,David Wilkins,0
2341,Morton-Blevins Inc,1
2342,Elizabeth Shelton,0
2343,Medina-Powell and Sons,1
2344,Anderson-Anderson Inc,1
2345,code  State state ID,3
2346,Harvey Club South Melissabury AZ,2
2347,Social security tips Allocated tips,3
2348,Mary Hamilton,0
2349,instructions forbox   H,3
2350,withheld c ZIP code Social,3
2351,Brown Ltd Ltd,1
2352,Wilson-Atkins and Sons,1
2353,"Knight, Mccoy and Nicholson Inc",1
2354,Martinez Trail Suite  Whitechester AL,2
2355,"Evans, Thomas and Hansen LLC",1
2356,Brooke Robinson,0
2357, Allocated tips Control number,3
2358,income tax withheld c ZIP,3
2359,Ayala Isle Suite  Hernandezville AZ,2
2360,Charles Alley New Albert MS,2
2361,Sarah Walks Apt.  South David DE,2
2362,Brandon Well Lake Kellyfurt NH,2
2363,Benjamin Springs Jonesview NY,2
2364,Luna Plaza Suite  Smithmouth CA,2
2365,Green-Bryan Ltd,1
2366,Jennifer Chen,0
2367,compensation Federal income tax withheld,3
2368,Jackson Radial Davisfurt NV,2
2369,Kenneth Islands Robertfurt MD,2
2370,Danielle Keys Suite  Lake Christopher FL,2
2371,Nicholas Causeway Walkermouth KY,2
2372,Gary Bennett,0
2373,State wages tips etc ,3
2374,Walker Meadow Suite  West Leslietown TX,2
2375,"Walker, Taylor and James Ltd",1
2376,Arias Lights Apt.  Jasonview NC,2
2377,wages tips Medicare tax withheld,3
2378,Hernandez LLC PLC,1
2379,Jeffrey Loop Suite  Toniside NV,2
2380,Seth Valdez,0
2381,number  State wages tips,3
2382,Michael Curve Ryanmouth MA,2
2383,Website STATEMENT OMB Use b,3
2384,Allocated tips Control number Advance,3
2385,Garcia Roads Suite  New Chelsea ME,2
2386, State state ID number,3
2387,Joshua Campbell,0
2388,Carl Divide East Kaylaside NC,2
2389,furnished Internal Revenue Cut Keep,3
2390,  Other enclosed Notice,3
2391,Dodson-Keller PLC,1
2392,Ewing Drives Christopherton MD,2
2393,"Cook, Pena and Santiago Ltd",1
2394,Jasmine Gray,0
2395,Patrick Plaza Reedbury GA,2
2396,e firstname initial Lastname ,3
2397,Jenna Street Suite  Simmonsberg RI,2
2398,"Mccarthy, Hahn and Mack LLC",1
2399,"Miller, Garcia and Burgess Inc",1
2400,Anderson Ltd PLC,1
2401,nsew file b Employer identification,3
2402,Lindsey Wilson,0
2403,White LLC Ltd,1
2404,Escobar Street Suite  Lesliehaven IN,2
2405,Young Burg Apt.  New Mark SC,2
2406,"Barnes, Johnson and Ball LLC",1
2407,Daniel Smith,0
2408,Brian Webb,0
2409,address ZIP code  State,3
2410,Payne Port Suite  Port Jennifer CA,2
2411,Anthony Summit Apt.  Goodwinville TX,2
2412,Lara-Perry Group,1
2413,c d   f,3
2414,Luke Turner,0
2415,Leon Cross,0
2416,Williams Terrace Jenkinsmouth LA,2
2417,Mary Square Suite  Lake Kevin AR,2
2418,Erika Hodges,0
2419,Phelps Inc Inc,1
2420,Maldonado Lodge Johnsonview MS,2
2421,Fletcher Estates Matthewside FL,2
2422,Brown-Cole Group,1
2423,Justin Passage Johnstonside WA,2
2424,Steven Garcia,0
2425,etc  Local income tax,3
2426,Hernandez Inc PLC,1
2427,Thompson Inlet Suite  Nicholashaven IL,2
2428,Chelsey Jones,0
2429,Curtis Coves Gentryton SC,2
2430,Brandon Charles,0
2431,James Lawrence,0
2432,Internal Revenue Cut Keep lower,3
2433,Anthony Greens Apt.  Mauriceside NY,2
2434,income tax  Local wages,3
2435,Arnold Radial Robertsmouth IN,2
2436, Statutor Retirement  employe,3
2437,"Gardner, Middleton and West Inc",1
2438,Thomas PLC Ltd,1
2439,  Other enclosed Notice,3
2440,Jermaine Mews Sarahside CA,2
2441,Dr. Dustin,0
2442,Roth Ridge Lunaville KS,2
2443, d D  f,3
2444,D  d D ,3
2445,firstname initial Lastname  Nonqualified,3
2446,Thompson Inc Inc,1
2447,Mr. Corey,0
2448,Jordan Taylor,0
2449,Keep lower portion REISSUED social,3
2450,Cassandra Gonzalez,0
2451,OMB income taxable fail report,3
2452,John Wright,0
2453,Allocated tips Control number Advance,3
2454,Russell Clayton,0
2455,Hall Plain Suite  Wilkinsonton MD,2
2456,Jessica Beck,0
2457,"Kelly, Davis and Garcia Group",1
2458,Bryan Bush,0
2459,Jackson-Grant LLC,1
2460,Owens PLC Group,1
2461,Scott Inc Ltd,1
2462,IRS Website STATEMENT OMB Use,3
2463,Amber Hunt,0
2464,Lastname  Nonqualified plans a,3
2465,Garcia Fort Suite  East Madeline OH,2
2466,Jordan Johnson,0
2467,"Todd, Williams and Graham PLC",1
2468,"Little, Rodriguez and White Group",1
2469,Thompson Inc and Sons,1
2470,West Inc PLC,1
2471,Cochran-Stephenson Inc,1
2472,b Employer identification number compensation,3
2473, Dependent care benefits ,3
2474,Thomas Creek South Hectormouth MT,2
2475,tax  Locality name ,3
2476,Statutory Retirement b employee plan,3
2477,Ferguson Skyway New Normanton CA,2
2478,Craig Rios,0
2479,compensation Federal income tax withheld,3
2480,Jennifer Plain New Jeffreyberg DE,2
2481,Fox Group Ltd,1
2482,Jeffrey Jordan,0
2483,Rollins-Brooks LLC,1
2484,withheld c ZIP code Social,3
2485,security tips Allocated tips ,3
2486,Gloria Islands Suite  Katrinamouth MO,2
2487,Lowe Coves Suite  Jeffreyland ID,2
2488,State income tax  Local,3
2489, Department Revenue Service Form,3
2490,Sharon Sanders,0
2491,Morrow Ltd Ltd,1
2492,Jessica Gates,0
2493,"White, Thompson and Blackburn Group",1
2494,Clayton Shore Suite  Whitebury NM,2
2495,Melissa Lakes Suite  Montgomeryshire CA,2
2496,Revenue Service Form Statement Copy,3
2497,Internal Revenue If required file,3
2498,Blackwell Drive South Robert MD,2
2499,  Statutory Retirement b,3
2500,Day Inc LLC,1
2501,Aaron Manning,0
2502,Nicole Park Joneschester NH,2
2503,Eric Benson,0
2504,Dale Summit East Brendastad VA,2
2505,English-Curtis Inc,1
2506,Richard Davila,0
2507,Claudia Miller,0
2508,Tanya Adams,0
2509,code Social security wages Social,3
2510,James Mcdaniel,0
2511,Jessica Knight,0
2512,Morgan Ville Toddfurt MS,2
2513,Be Filed FEDERAL Tax Return,3
2514,OMB file tax negligence penalty,3
2515,Kevin Fowler,0
2516,Williams Station North Maurice AR,2
2517,Internal Revenue If required STATEMENT,3
2518,Rebecca Lawrence,0
2519,Suarez-Duke Ltd,1
2520,care benefits   e,3
2521,Timothy Roberts,0
2522,Erickson Tunnel Suite  Rachelberg WV,2
2523,"Davis, Knight and Mercer and Sons",1
2524,Other enclosed Notice c d,3
2525,Harrell-Solis PLC,1
2526,Rachel Lodge Kristenfurt KS,2
2527,Revenue Service Form Statement Copy,3
2528,Hill Forest Salasstad MN,2
2529,Henderson Heights West Ericland WA,2
2530,Nicole King,0
2531,John Williams,0
2532,Daniel Compton,0
2533,"Payne, Shaffer and Mitchell Group",1
2534,Stephen Miller,0
2535,X X   Other,3
2536,"Tanner, Richards and Powers Group",1
2537,"Henry, Cunningham and Simpson Inc",1
2538,tax  Locality name Wage,3
2539,Davila Islands Apt.  Joseborough PA,2
2540,Cox Vista Apt.  East Bobbyburgh NY,2
2541,Quinn-Allen Ltd,1
2542,Brown Dale Susanshire RI,2
2543,withheld c ZIP code Social,3
2544,Katherine Singh,0
2545, Locality name Wage Tax,3
2546,Earl Hale,0
2547,Sanchez-Lee and Sons,1
2548,Shelly Holmes,0
2549,Kyle Cruz,0
2550,Kayla Plains Apt.  Dwayneside MS,2
2551,Combs-Smith Ltd,1
2552,Suzanne Lozano,0
2553,Vega PLC LLC,1
2554,Dunn Bridge Suite  Swansonberg CO,2
2555,"Norman, Good and Jones PLC",1
2556,Nicole Molina,0
2557,Erika Giles,0
2558,file Copy C For Use,3
2559,Chan Lakes Suite  Torresstad WA,2
2560,"Leon, Edwards and Chen Ltd",1
2561,Andrea Manning,0
2562,"Rodriguez, Young and Rodriguez Ltd",1
2563,Kenneth Squares Suite  East Ashleyfurt MS,2
2564,James Hill East Garystad CT,2
2565,wages tips Medicare tax withheld,3
2566,Thomas Field Apt.  Arnoldview CA,2
2567,security wages Social security tax,3
2568,Mitchell-Fernandez Ltd,1
2569,sanction may imposed STATEMENT OMB,3
2570,Padilla-Murphy and Sons,1
2571,If required file tax negligence,3
2572,Johnson-Barry and Sons,1
2573,Whitehead Summit Trevorville DC,2
2574,Joseph Spence,0
2575,employe lan sickpay X ,3
2576,name DO Wage Tax ,3
2577,Wells Wells Suite  Port Carlaburgh CO,2
2578,Stephen Street Apt.  South Mary NE,2
2579,Lisa Garcia,0
2580,Thomas Trafficway West Michael MI,2
2581,Wallace Green Apt.  Erikahaven WA,2
2582,James-Keith PLC,1
2583,tax  Locality name Wage,3
2584,Russo-Peterson and Sons,1
2585,Brittany Moreno,0
2586,Brian Alvarado,0
2587,James Rue New Tiffanybury OK,2
2588,Hart-Reyes and Sons,1
2589, State income tax ,3
2590,Caleb Bell,0
2591,Elizabeth Woods,0
2592,State income tax  Local,3
2593, State state ID number,3
2594,Wilson-Harrison PLC,1
2595,Ryan Barker,0
2596,X x E  ,3
2597,Torres Ltd LLC,1
2598,Marilyn Flat Lake Sherryfurt DE,2
2599, H  f address,3
2600,Christopher Gonzales,0
2601,Mr. Nathan,0
2602,Edward Miller,0
2603,e first name initial Last,3
2604,"Hernandez, Ruiz and Williams and Sons",1
2605,Kayla Walks South Brittany CT,2
2606,Erickson Hills East Mikayla FL,2
2607,Sylvia Place South Erinview MT,2
2608, D   Statutor,3
2609,Stephanie Garcia,0
2610,security tips Allocated tips Control,3
2611,f address ZIP code ,3
2612,Katherine Point East Benjamin DC,2
2613, Dependent care benefits ,3
2614,John Ports Suite  New Douglas MN,2
2615,Ashley Salazar,0
2616,imposed STATEMENT OMB income taxable,3
2617,Chloe Phillips,0
2618,Chapman Inc LLC,1
2619,Kevin Flat Apt.  Toddtown WA,2
2620,number Visit IRS Website STATEMENT,3
2621,Anderson-Smith Ltd,1
2622, Department Revenue Service Form,3
2623, D  Statutor Retirement,3
2624,Pamela Wall Apt.  North Christina IL,2
2625,Wright-Nguyen Group,1
2626,Nathaniel Kelly,0
2627,Benjamin Extensions Apt.  East Victoriastad WV,2
